constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-melbourne,Australian Grand Prix,20,1:35.140,,,1,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-melbourne,Australian Grand Prix,21,1:35.215,,,1,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-melbourne,Australian Grand Prix,22,1:35.301,,,1,1998
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-s-o-paulo,Brazilian Grand Prix,1,1:17.092,,,2,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-s-o-paulo,Brazilian Grand Prix,2,1:17.757,,,2,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-s-o-paulo,Brazilian Grand Prix,3,1:18.109,,,2,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-s-o-paulo,Brazilian Grand Prix,4,1:18.250,,,2,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-s-o-paulo,Brazilian Grand Prix,5,1:18.261,,,2,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-s-o-paulo,Brazilian Grand Prix,6,1:18.449,,,2,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-s-o-paulo,Brazilian Grand Prix,7,1:18.652,,,2,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-s-o-paulo,Brazilian Grand Prix,8,1:18.735,,,2,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-s-o-paulo,Brazilian Grand Prix,9,1:18.753,,,2,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-s-o-paulo,Brazilian Grand Prix,10,1:18.761,,,2,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-s-o-paulo,Brazilian Grand Prix,11,1:18.988,,,2,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-s-o-paulo,Brazilian Grand Prix,12,1:19.069,,,2,1998
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,18,1998-s-o-paulo,Brazilian Grand Prix,13,1:19.344,,,2,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-s-o-paulo,Brazilian Grand Prix,14,1:19.375,,,2,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-s-o-paulo,Brazilian Grand Prix,15,1:19.449,,,2,1998
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,19,1998-s-o-paulo,Brazilian Grand Prix,16,1:19.644,,,2,1998
Tyrrell,tyrrell,British,,takagi,Toranosuke Takagi,Japanese,21,1998-s-o-paulo,Brazilian Grand Prix,17,1:20.203,,,2,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-s-o-paulo,Brazilian Grand Prix,18,1:20.390,,,2,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-s-o-paulo,Brazilian Grand Prix,19,1:20.459,,,2,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-s-o-paulo,Brazilian Grand Prix,20,1:20.481,,,2,1998
Tyrrell,tyrrell,British,,rosset,Ricardo Rosset,Brazilian,20,1998-s-o-paulo,Brazilian Grand Prix,21,1:20.748,,,2,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-s-o-paulo,Brazilian Grand Prix,22,1:20.847,,,2,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-buenos-aires,Argentine Grand Prix,1,1:25.852,,,3,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-buenos-aires,Argentine Grand Prix,2,1:26.251,,,3,1998
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-buenos-aires,Argentine Grand Prix,3,1:26.632,,,3,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-buenos-aires,Argentine Grand Prix,4,1:26.780,,,3,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-buenos-aires,Argentine Grand Prix,5,1:26.827,,,3,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-buenos-aires,Argentine Grand Prix,6,1:26.876,,,3,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-buenos-aires,Argentine Grand Prix,7,1:26.941,,,3,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-buenos-aires,Argentine Grand Prix,8,1:27.198,,,3,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-buenos-aires,Argentine Grand Prix,9,1:27.483,,,3,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-buenos-aires,Argentine Grand Prix,10,1:27.836,,,3,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-buenos-aires,Argentine Grand Prix,11,1:27.839,,,3,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-buenos-aires,Argentine Grand Prix,12,1:28.016,,,3,1998
Tyrrell,tyrrell,British,,takagi,Toranosuke Takagi,Japanese,21,1998-buenos-aires,Argentine Grand Prix,13,1:28.811,,,3,1998
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,18,1998-buenos-aires,Argentine Grand Prix,14,1:29.249,,,3,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-buenos-aires,Argentine Grand Prix,15,1:29.320,,,3,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-buenos-aires,Argentine Grand Prix,16,1:29.352,,,3,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-buenos-aires,Argentine Grand Prix,17,1:29.617,,,3,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-buenos-aires,Argentine Grand Prix,18,1:29.617,,,3,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-buenos-aires,Argentine Grand Prix,19,1:30.054,,,3,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-buenos-aires,Argentine Grand Prix,20,1:30.158,,,3,1998
Tyrrell,tyrrell,British,,rosset,Ricardo Rosset,Brazilian,20,1998-buenos-aires,Argentine Grand Prix,21,1:30.437,,,3,1998
Stewart,stewart,British,MAG,magnussen,Jan Magnussen,Danish,19,1998-buenos-aires,Argentine Grand Prix,22,1:31.178,,,3,1998
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-silverstone,British Grand Prix,1,1:23.271,,,9,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-silverstone,British Grand Prix,2,1:23.720,,,9,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-silverstone,British Grand Prix,3,1:24.102,,,9,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-silverstone,British Grand Prix,4,1:24.310,,,9,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-silverstone,British Grand Prix,5,1:24.436,,,9,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-silverstone,British Grand Prix,6,1:24.442,,,9,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-silverstone,British Grand Prix,7,1:24.542,,,9,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-silverstone,British Grand Prix,8,1:25.081,,,9,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-silverstone,British Grand Prix,9,1:25.084,,,9,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-silverstone,British Grand Prix,10,1:25.654,,,9,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-silverstone,British Grand Prix,11,1:25.760,,,9,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-silverstone,British Grand Prix,12,1:26.376,,,9,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-silverstone,British Grand Prix,13,1:26.487,,,9,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-silverstone,British Grand Prix,14,1:26.808,,,9,1998
Stewart,stewart,British,,verstappen,Jos Verstappen,Dutch,19,1998-silverstone,British Grand Prix,15,1:26.948,,,9,1998
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,18,1998-silverstone,British Grand Prix,16,1:26.990,,,9,1998
Tyrrell,tyrrell,British,,takagi,Toranosuke Takagi,Japanese,21,1998-silverstone,British Grand Prix,17,1:27.061,,,9,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-silverstone,British Grand Prix,18,1:28.051,,,9,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-silverstone,British Grand Prix,19,1:28.123,,,9,1998
Tyrrell,tyrrell,British,,rosset,Ricardo Rosset,Brazilian,20,1998-silverstone,British Grand Prix,20,1:28.608,,,9,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-silverstone,British Grand Prix,21,,,,9,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-silverstone,British Grand Prix,22,,,,9,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-spielberg,Austrian Grand Prix,1,1:29.598,,,10,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-spielberg,Austrian Grand Prix,2,1:30.317,,,10,1998
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-spielberg,Austrian Grand Prix,3,1:30.517,,,10,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-spielberg,Austrian Grand Prix,4,1:30.551,,,10,1998
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,18,1998-spielberg,Austrian Grand Prix,5,1:31.005,,,10,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-spielberg,Austrian Grand Prix,6,1:31.028,,,10,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-spielberg,Austrian Grand Prix,7,1:31.515,,,10,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-spielberg,Austrian Grand Prix,8,1:31.651,,,10,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-spielberg,Austrian Grand Prix,9,1:31.917,,,10,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-spielberg,Austrian Grand Prix,10,1:32.081,,,10,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-spielberg,Austrian Grand Prix,11,1:32.083,,,10,1998
Stewart,stewart,British,,verstappen,Jos Verstappen,Dutch,19,1998-spielberg,Austrian Grand Prix,12,1:32.099,,,10,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-spielberg,Austrian Grand Prix,13,1:32.206,,,10,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-spielberg,Austrian Grand Prix,14,1:32.399,,,10,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-spielberg,Austrian Grand Prix,15,1:32.718,,,10,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-spielberg,Austrian Grand Prix,16,1:32.906,,,10,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-spielberg,Austrian Grand Prix,17,1:33.185,,,10,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-spielberg,Austrian Grand Prix,18,1:33.205,,,10,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-spielberg,Austrian Grand Prix,19,1:33.399,,,10,1998
Tyrrell,tyrrell,British,,takagi,Toranosuke Takagi,Japanese,21,1998-spielberg,Austrian Grand Prix,20,1:34.090,,,10,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-spielberg,Austrian Grand Prix,21,1:34.536,,,10,1998
Tyrrell,tyrrell,British,,rosset,Ricardo Rosset,Brazilian,20,1998-spielberg,Austrian Grand Prix,22,1:34.910,,,10,1998
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-hockenheim,German Grand Prix,1,1:41.838,,,11,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-hockenheim,German Grand Prix,2,1:42.347,,,11,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-hockenheim,German Grand Prix,3,1:42.365,,,11,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-hockenheim,German Grand Prix,4,1:42.994,,,11,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-hockenheim,German Grand Prix,5,1:43.183,,,11,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-hockenheim,German Grand Prix,6,1:43.270,,,11,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-hockenheim,German Grand Prix,7,1:43.341,,,11,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-hockenheim,German Grand Prix,8,1:43.369,,,11,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-hockenheim,German Grand Prix,9,1:43.459,,,11,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-hockenheim,German Grand Prix,10,1:43.467,,,11,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-hockenheim,German Grand Prix,11,1:43.663,,,11,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-hockenheim,German Grand Prix,12,1:44.599,,,11,1998
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,18,1998-hockenheim,German Grand Prix,13,1:44.776,,,11,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-hockenheim,German Grand Prix,14,1:44.844,,,11,1998
Tyrrell,tyrrell,British,,takagi,Toranosuke Takagi,Japanese,21,1998-hockenheim,German Grand Prix,15,1:44.961,,,11,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-hockenheim,German Grand Prix,16,1:45.197,,,11,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-hockenheim,German Grand Prix,17,1:45.276,,,11,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-hockenheim,German Grand Prix,18,1:45.588,,,11,1998
Stewart,stewart,British,,verstappen,Jos Verstappen,Dutch,19,1998-hockenheim,German Grand Prix,19,1:45.623,,,11,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-hockenheim,German Grand Prix,20,1:46.713,,,11,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-hockenheim,German Grand Prix,21,1:47.265,,,11,1998
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,8,1998-spa,Belgian Grand Prix,1,1:48.682,,,13,1998
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,7,1998-spa,Belgian Grand Prix,2,1:48.845,,,13,1998
Jordan,jordan,Irish,,damon_hill,Damon Hill,British,9,1998-spa,Belgian Grand Prix,3,1:49.728,,,13,1998
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,3,1998-spa,Belgian Grand Prix,4,1:50.027,,,13,1998
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,4,1998-spa,Belgian Grand Prix,5,1:50.189,,,13,1998
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,1,1998-spa,Belgian Grand Prix,6,1:50.204,,,13,1998
Benetton,benetton,Italian,FIS,fisichella,Giancarlo Fisichella,Italian,5,1998-spa,Belgian Grand Prix,7,1:50.462,,,13,1998
Jordan,jordan,Irish,SCH,ralf_schumacher,Ralf Schumacher,German,10,1998-spa,Belgian Grand Prix,8,1:50.501,,,13,1998
Williams,williams,British,,frentzen,Heinz-Harald Frentzen,German,2,1998-spa,Belgian Grand Prix,9,1:50.686,,,13,1998
Sauber,sauber,Swiss,,alesi,Jean Alesi,French,14,1998-spa,Belgian Grand Prix,10,1:51.189,,,13,1998
Benetton,benetton,Italian,WUR,wurz,Alexander Wurz,Austrian,6,1998-spa,Belgian Grand Prix,11,1:51.648,,,13,1998
Sauber,sauber,Swiss,,herbert,Johnny Herbert,British,15,1998-spa,Belgian Grand Prix,12,1:51.851,,,13,1998
Prost,prost,French,TRU,trulli,Jarno Trulli,Italian,12,1998-spa,Belgian Grand Prix,13,1:52.572,,,13,1998
Stewart,stewart,British,BAR,barrichello,Rubens Barrichello,Brazilian,18,1998-spa,Belgian Grand Prix,14,1:52.670,,,13,1998
Prost,prost,French,,panis,Olivier Panis,French,11,1998-spa,Belgian Grand Prix,15,1:52.784,,,13,1998
Arrows,arrows,British,,diniz,Pedro Diniz,Brazilian,16,1998-spa,Belgian Grand Prix,16,1:53.037,,,13,1998
Stewart,stewart,British,,verstappen,Jos Verstappen,Dutch,19,1998-spa,Belgian Grand Prix,17,1:53.149,,,13,1998
Arrows,arrows,British,,salo,Mika Salo,Finnish,17,1998-spa,Belgian Grand Prix,18,1:53.207,,,13,1998
Tyrrell,tyrrell,British,,takagi,Toranosuke Takagi,Japanese,21,1998-spa,Belgian Grand Prix,19,1:53.237,,,13,1998
Tyrrell,tyrrell,British,,rosset,Ricardo Rosset,Brazilian,20,1998-spa,Belgian Grand Prix,20,1:54.850,,,13,1998
Minardi,minardi,Italian,,nakano,Shinji Nakano,Japanese,22,1998-spa,Belgian Grand Prix,21,1:55.084,,,13,1998
Minardi,minardi,Italian,,tuero,Esteban Tuero,Argentine,23,1998-spa,Belgian Grand Prix,22,1:55.520,,,13,1998
