circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1968-01-01,1968-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,1,1968,,https://en.wikipedia.org/wiki/1968_South_African_Grand_Prix,1968
jarama,Jarama,https://en.wikipedia.org/wiki/Circuito_del_Jarama,Spain,1968-05-12,1968-madrid,Spanish Grand Prix,madrid,40.6171,Madrid,-3.58558,2,1968,,https://en.wikipedia.org/wiki/1968_Spanish_Grand_Prix,1968
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1968-05-26,1968-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,3,1968,,https://en.wikipedia.org/wiki/1968_Monaco_Grand_Prix,1968
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1968-06-09,1968-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,4,1968,,https://en.wikipedia.org/wiki/1968_Belgian_Grand_Prix,1968
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1968-06-23,1968-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,5,1968,,https://en.wikipedia.org/wiki/1968_Dutch_Grand_Prix,1968
essarts,Rouen-Les-Essarts,https://en.wikipedia.org/wiki/Rouen-Les-Essarts,France,1968-07-07,1968-rouen,French Grand Prix,rouen,49.3306,Rouen,1.00458,6,1968,,https://en.wikipedia.org/wiki/1968_French_Grand_Prix,1968
brands_hatch,Brands Hatch,https://en.wikipedia.org/wiki/Brands_Hatch,UK,1968-07-20,1968-kent,British Grand Prix,kent,51.3569,Kent,0.263056,7,1968,,https://en.wikipedia.org/wiki/1968_British_Grand_Prix,1968
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1968-08-04,1968-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,8,1968,,https://en.wikipedia.org/wiki/1968_German_Grand_Prix,1968
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1968-09-08,1968-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,9,1968,,https://en.wikipedia.org/wiki/1968_Italian_Grand_Prix,1968
tremblant,Circuit Mont-Tremblant,https://en.wikipedia.org/wiki/Circuit_Mont-Tremblant,Canada,1968-09-22,1968-quebec,Canadian Grand Prix,quebec,46.1877,Quebec,-74.6099,10,1968,,https://en.wikipedia.org/wiki/1968_Canadian_Grand_Prix,1968
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1968-10-06,1968-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,11,1968,,https://en.wikipedia.org/wiki/1968_United_States_Grand_Prix,1968
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,1968-11-03,1968-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,12,1968,,https://en.wikipedia.org/wiki/1968_Mexican_Grand_Prix,1968
