constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Ferrari,ferrari,Italian,VET,vettel,Sebastian Vettel,German,5,2017-melbourne,Australian Grand Prix,220.351,kph,53,3,1:26.638,2,57,5051672,25.0,1,1,1,Finished,1:24:11.672,2017
Mercedes,mercedes,German,HAM,hamilton,Lewis Hamilton,British,44,2017-melbourne,Australian Grand Prix,219.351,kph,44,6,1:27.033,1,57,5061647,18.0,2,2,1,Finished,+9.975,2017
Mercedes,mercedes,German,BOT,bottas,Valtteri Bottas,Finnish,77,2017-melbourne,Australian Grand Prix,220.465,kph,56,2,1:26.593,3,57,5062922,15.0,3,3,1,Finished,+11.250,2017
Ferrari,ferrari,Italian,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2017-melbourne,Australian Grand Prix,220.605,kph,56,1,1:26.538,4,57,5074065,12.0,4,4,1,Finished,+22.393,2017
Red Bull,red_bull,Austrian,VER,max_verstappen,Max Verstappen,Dutch,3,2017-melbourne,Australian Grand Prix,219.525,kph,43,5,1:26.964,5,57,5080499,10.0,5,5,1,Finished,+28.827,2017
Williams,williams,British,MAS,massa,Felipe Massa,Brazilian,19,2017-melbourne,Australian Grand Prix,216.83,kph,49,9,1:28.045,7,57,5135058,8.0,6,6,1,Finished,+1:23.386,2017
Force India,force_india,Indian,PER,perez,Sergio Pérez,Mexican,11,2017-melbourne,Australian Grand Prix,216.115,kph,56,10,1:28.336,10,56,,6.0,7,7,1,+1 Lap,,2017
Toro Rosso,toro_rosso,Italian,SAI,sainz,Carlos Sainz,Spanish,55,2017-melbourne,Australian Grand Prix,217.74,kph,53,8,1:27.677,8,56,,4.0,8,8,1,+1 Lap,,2017
Toro Rosso,toro_rosso,Italian,KVY,kvyat,Daniil Kvyat,Russian,26,2017-melbourne,Australian Grand Prix,220.165,kph,51,4,1:26.711,9,56,,2.0,9,9,1,+1 Lap,,2017
Force India,force_india,Indian,OCO,ocon,Esteban Ocon,French,31,2017-melbourne,Australian Grand Prix,215.776,kph,55,11,1:28.475,13,56,,1.0,10,10,1,+1 Lap,,2017
