stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,HAM,Mercedes,SOFT,3.0,71.0,71.0,1,67.058,67.058,67.058
2,PER,Red Bull Racing,MEDIUM,3.0,56.0,71.0,16,68.579,68.575,67.894
3,VER,Red Bull Racing,HARD,2.0,31.0,70.0,40,68.778,68.757,68.017
4,HAM,Mercedes,HARD,2.0,30.0,68.0,38,69.048,69.012,68.362
5,PER,Red Bull Racing,HARD,2.0,28.0,53.0,26,69.197,69.178,68.702
6,SAI,Ferrari,HARD,2.0,43.0,70.0,28,69.212,69.155,68.609
7,LEC,Ferrari,MEDIUM,3.0,39.0,70.0,32,69.272,69.23,68.738
8,BOT,Mercedes,HARD,2.0,29.0,71.0,43,69.422,69.398,68.619
9,NOR,McLaren,HARD,2.0,33.0,70.0,38,69.578,69.502,68.903
10,VER,Red Bull Racing,MEDIUM,1.0,3.0,27.0,25,69.793,69.834,69.564
11,HAM,Mercedes,MEDIUM,1.0,3.0,27.0,24,69.928,69.898,69.613
12,RAI,Alfa Romeo Racing,MEDIUM,2.0,38.0,70.0,33,69.933,69.976,69.128
13,RIC,McLaren,HARD,2.0,43.0,70.0,28,69.969,69.825,69.305
14,OCO,Alpine,HARD,2.0,38.0,70.0,33,70.075,69.96,69.576
15,STR,Aston Martin,HARD,2.0,30.0,70.0,39,70.192,70.08,69.787
16,TSU,AlphaTauri,HARD,2.0,28.0,70.0,43,70.238,70.102,69.65
17,ALO,Alpine,HARD,2.0,29.0,70.0,42,70.24,70.106,69.749
18,VET,Aston Martin,HARD,2.0,29.0,70.0,41,70.297,70.173,69.821
19,PER,Red Bull Racing,SOFT,1.0,3.0,25.0,21,70.464,70.355,70.063
20,BOT,Mercedes,MEDIUM,1.0,4.0,26.0,22,70.484,70.372,69.846
21,GIO,Alfa Romeo Racing,HARD,2.0,25.0,70.0,46,70.485,70.3,69.723
22,LEC,Ferrari,HARD,2.0,3.0,36.0,30,70.827,70.887,70.361
23,LAT,Williams,HARD,3.0,27.0,68.0,40,70.901,70.589,70.104
24,NOR,McLaren,SOFT,1.0,2.0,30.0,26,70.935,70.916,70.642
25,RUS,Williams,HARD,3.0,28.0,35.0,8,70.966,70.944,70.499
26,SAI,Ferrari,MEDIUM,1.0,4.0,40.0,36,70.968,71.264,69.716
27,MSC,Haas F1 Team,HARD,2.0,35.0,69.0,35,71.013,70.691,70.005
28,RIC,McLaren,MEDIUM,1.0,4.0,40.0,36,71.328,71.349,70.263
29,RAI,Alfa Romeo Racing,HARD,1.0,4.0,35.0,31,71.433,71.456,70.703
30,ALO,Alpine,SOFT,1.0,4.0,26.0,22,71.524,71.55,70.998
31,TSU,AlphaTauri,SOFT,1.0,5.0,25.0,21,71.537,71.602,71.06
32,OCO,Alpine,MEDIUM,1.0,4.0,35.0,31,71.543,71.462,70.81
33,STR,Aston Martin,SOFT,1.0,2.0,27.0,23,71.555,71.567,71.247
34,VET,Aston Martin,MEDIUM,1.0,4.0,26.0,23,71.577,71.542,71.133
35,RUS,Williams,MEDIUM,1.0,3.0,24.0,22,71.582,71.56,71.145
36,LAT,Williams,SOFT,2.0,3.0,24.0,20,71.674,71.685,70.589
37,GIO,Alfa Romeo Racing,MEDIUM,1.0,4.0,21.0,18,71.721,71.694,71.342
38,MAZ,Haas F1 Team,HARD,2.0,23.0,68.0,44,72.031,71.943,70.951
39,MSC,Haas F1 Team,MEDIUM,1.0,4.0,32.0,28,72.419,72.46,71.455
40,MAZ,Haas F1 Team,MEDIUM,1.0,3.0,20.0,18,72.584,72.52,71.994
