pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PIA,McLaren,81,51,96.865,96.804,95.52,0.73,0.0
2,NOR,McLaren,4,51,97.024,96.872,95.454,0.859,0.159
3,RUS,Mercedes,63,51,97.078,96.908,95.816,0.795,0.213
4,VER,Red Bull Racing,1,51,97.121,97.084,95.488,0.991,0.256
5,LEC,Ferrari,16,51,97.278,97.169,96.157,0.688,0.413
6,HAM,Ferrari,44,49,96.865,97.29,95.069,1.181,0.0
7,LAW,Red Bull Racing,30,48,97.68,97.4,95.985,1.168,0.815
8,BEA,Haas F1 Team,87,51,97.844,97.426,96.363,1.172,0.979
9,BOR,Kick Sauber,5,48,98.017,97.594,95.874,1.091,1.152
10,ALB,Williams,23,51,97.73,97.647,96.254,0.969,0.865
11,ANT,Mercedes,12,51,97.726,97.782,96.046,0.926,0.861
12,TSU,Racing Bulls,22,46,97.722,97.804,95.871,0.915,0.857
13,OCO,Haas F1 Team,31,51,97.687,97.806,95.74,0.965,0.822
14,HAD,Racing Bulls,6,49,97.798,97.875,95.868,0.933,0.933
15,GAS,Alpine,10,51,97.959,97.974,96.425,0.918,1.094
16,SAI,Williams,55,51,98.103,98.047,96.779,0.799,1.238
17,STR,Aston Martin,18,51,98.079,98.214,96.044,1.097,1.214
18,DOO,Alpine,7,51,98.163,98.288,96.424,0.857,1.298
19,HUL,Kick Sauber,27,50,98.773,98.516,97.275,1.076,1.908
20,ALO,Aston Martin,14,3,101.536,99.591,99.256,3.663,4.671
