pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,ANT,Mercedes,12,46,93.875,93.478,92.432,1.103,0.0
2,PIA,McLaren,81,47,95.62,93.764,92.996,7.442,1.745
3,LEC,Ferrari,16,47,95.734,94.132,92.634,7.434,1.859
4,NOR,McLaren,1,47,95.934,94.161,93.208,7.597,2.059
5,RUS,Mercedes,63,47,95.176,94.191,92.549,6.476,1.301
6,GAS,Alpine,10,47,94.948,94.619,93.691,1.143,1.073
7,HAM,Ferrari,44,47,94.59,94.676,92.777,1.009,0.715
8,VER,Red Bull Racing,3,47,95.026,94.752,93.552,1.351,1.151
9,LAW,Racing Bulls,30,47,95.775,94.955,94.23,1.43,1.9
10,OCO,Haas F1 Team,31,47,96.941,94.967,94.256,6.154,3.066
11,HUL,Audi,27,47,95.817,95.678,93.732,1.951,1.942
12,LIN,Racing Bulls,41,47,97.15,95.724,94.314,5.988,3.275
13,BOR,Audi,5,47,95.974,95.825,94.164,1.461,2.099
14,COL,Alpine,43,47,97.347,95.922,94.512,5.924,3.472
15,HAD,Red Bull Racing,6,47,97.137,96.017,93.837,6.177,3.262
16,SAI,Williams,55,47,96.187,96.134,94.514,1.534,2.312
17,BEA,Haas F1 Team,87,17,96.69,96.663,95.604,0.586,2.815
18,PER,Cadillac,11,48,97.769,96.74,95.637,3.195,3.894
19,ALB,Williams,23,40,97.139,96.771,93.427,4.13,3.264
20,ALO,Aston Martin,14,45,98.072,97.909,96.221,1.553,4.197
21,BOT,Cadillac,77,46,98.755,98.232,96.269,3.467,4.88
22,STR,Aston Martin,18,23,99.034,98.426,97.217,2.539,5.159
