circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
jacarepagua,Autódromo Internacional Nelson Piquet,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Internacional_Nelson_Piquet,Brazil,1986-03-23,1986-rio-de-janeiro,Brazilian Grand Prix,rio-de-janeiro,-22.9756,Rio de Janeiro,-43.395,1,1986,,https://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,1986
jerez,Circuito de Jerez,https://en.wikipedia.org/wiki/Circuito_de_Jerez,Spain,1986-04-13,1986-jerez-de-la-frontera,Spanish Grand Prix,jerez-de-la-frontera,36.7083,Jerez de la Frontera,-6.03417,2,1986,,https://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,1986
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,1986-04-27,1986-imola,San Marino Grand Prix,imola,44.3439,Imola,11.7167,3,1986,,https://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,1986
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1986-05-11,1986-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,4,1986,,https://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,1986
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1986-05-25,1986-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,5,1986,,https://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,1986
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,1986-06-15,1986-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,6,1986,,https://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,1986
detroit,Detroit Street Circuit,https://en.wikipedia.org/wiki/Detroit_street_circuit,USA,1986-06-22,1986-detroit,Detroit Grand Prix,detroit,42.3298,Detroit,-83.0401,7,1986,,https://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,1986
ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,France,1986-07-06,1986-le-castellet,French Grand Prix,le-castellet,43.2506,Le Castellet,5.79167,8,1986,,https://en.wikipedia.org/wiki/1986_French_Grand_Prix,1986
brands_hatch,Brands Hatch,https://en.wikipedia.org/wiki/Brands_Hatch,UK,1986-07-13,1986-kent,British Grand Prix,kent,51.3569,Kent,0.263056,9,1986,,https://en.wikipedia.org/wiki/1986_British_Grand_Prix,1986
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,1986-07-27,1986-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,10,1986,,https://en.wikipedia.org/wiki/1986_German_Grand_Prix,1986
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,1986-08-10,1986-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,11,1986,,https://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,1986
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,1986-08-17,1986-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,12,1986,,https://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,1986
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1986-09-07,1986-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,13,1986,,https://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,1986
estoril,Autódromo do Estoril,https://en.wikipedia.org/wiki/Circuito_do_Estoril,Portugal,1986-09-21,1986-estoril,Portuguese Grand Prix,estoril,38.7506,Estoril,-9.39417,14,1986,,https://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,1986
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,1986-10-12,1986-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,15,1986,,https://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,1986
adelaide,Adelaide Street Circuit,https://en.wikipedia.org/wiki/Adelaide_Street_Circuit,Australia,1986-10-26,1986-adelaide,Australian Grand Prix,adelaide,-34.9272,Adelaide,138.617,16,1986,,https://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,1986
