constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""ferrari""]","[""Ferrari""]",RAI,raikkonen,Kimi Räikkönen,Finnish,7,110.0,1,1,6,2007
"[""mclaren""]","[""McLaren""]",HAM,hamilton,Lewis Hamilton,British,44,109.0,2,2,4,2007
"[""mclaren""]","[""McLaren""]",ALO,alonso,Fernando Alonso,Spanish,14,109.0,3,3,4,2007
"[""ferrari""]","[""Ferrari""]",MAS,massa,Felipe Massa,Brazilian,19,94.0,4,4,3,2007
"[""bmw_sauber""]","[""BMW Sauber""]",HEI,heidfeld,Nick Heidfeld,German,,61.0,5,5,0,2007
"[""bmw_sauber""]","[""BMW Sauber""]",KUB,kubica,Robert Kubica,Polish,88,39.0,6,6,0,2007
"[""renault""]","[""Renault""]",KOV,kovalainen,Heikki Kovalainen,Finnish,,30.0,7,7,0,2007
"[""renault""]","[""Renault""]",FIS,fisichella,Giancarlo Fisichella,Italian,,21.0,8,8,0,2007
"[""williams""]","[""Williams""]",ROS,rosberg,Nico Rosberg,German,6,20.0,9,9,0,2007
"[""red_bull""]","[""Red Bull""]",COU,coulthard,David Coulthard,British,,14.0,10,10,0,2007
"[""williams""]","[""Williams""]",WUR,wurz,Alexander Wurz,Austrian,,13.0,11,11,0,2007
"[""red_bull""]","[""Red Bull""]",WEB,webber,Mark Webber,Australian,,10.0,12,12,0,2007
"[""toyota""]","[""Toyota""]",TRU,trulli,Jarno Trulli,Italian,,8.0,13,13,0,2007
"[""bmw_sauber"", ""toro_rosso""]","[""BMW Sauber"", ""Toro Rosso""]",VET,vettel,Sebastian Vettel,German,5,6.0,14,14,0,2007
"[""honda""]","[""Honda""]",BUT,button,Jenson Button,British,22,6.0,15,15,0,2007
"[""toyota""]","[""Toyota""]",SCH,ralf_schumacher,Ralf Schumacher,German,,5.0,16,16,0,2007
"[""super_aguri""]","[""Super Aguri""]",SAT,sato,Takuma Sato,Japanese,,4.0,17,17,0,2007
"[""toro_rosso""]","[""Toro Rosso""]",LIU,liuzzi,Vitantonio Liuzzi,Italian,,3.0,18,18,0,2007
"[""spyker""]","[""Spyker""]",SUT,sutil,Adrian Sutil,German,99,1.0,19,19,0,2007
"[""honda""]","[""Honda""]",BAR,barrichello,Rubens Barrichello,Brazilian,,0.0,20,20,0,2007
"[""toro_rosso""]","[""Toro Rosso""]",SPE,speed,Scott Speed,American,,0.0,21,21,0,2007
"[""williams""]","[""Williams""]",NAK,nakajima,Kazuki Nakajima,Japanese,,0.0,22,22,0,2007
"[""super_aguri""]","[""Super Aguri""]",DAV,davidson,Anthony Davidson,British,,0.0,23,23,0,2007
"[""spyker""]","[""Spyker""]",YAM,yamamoto,Sakon Yamamoto,Japanese,,0.0,24,24,0,2007
"[""spyker""]","[""Spyker""]",ALB,albers,Christijan Albers,Dutch,,0.0,25,25,0,2007
"[""spyker""]","[""Spyker""]",WIN,markus_winkelhock,Markus Winkelhock,German,,0.0,,-,0,2007
