Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,1,Red Bull Racing,1.0,0 days 00:01:34.338000,94.338,,0 days 00:00:34.990000,0 days 00:00:26.211000,MEDIUM,1.0,1.0,,,1.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:35.697000,95.697,,0 days 00:00:35.321000,0 days 00:00:26.090000,MEDIUM,1.0,1.0,,,2.0,False,1
PIA,81,McLaren,1.0,0 days 00:01:36.848000,96.848,,0 days 00:00:35.653000,0 days 00:00:26.096000,MEDIUM,1.0,1.0,,,3.0,False,1
SAI,55,Ferrari,1.0,0 days 00:01:37.234000,97.234,,0 days 00:00:35.469000,0 days 00:00:25.983000,MEDIUM,1.0,1.0,,,4.0,False,1
PER,11,Red Bull Racing,1.0,0 days 00:01:38.282000,98.282,,0 days 00:00:35.815000,0 days 00:00:25.988000,MEDIUM,1.0,1.0,,,5.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:38.919000,98.919,,0 days 00:00:36.048000,0 days 00:00:26.092000,MEDIUM,1.0,1.0,,,6.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:39.924000,99.924,,0 days 00:00:36.229000,0 days 00:00:26.321000,HARD,1.0,1.0,,,7.0,False,1
HUL,27,Haas F1 Team,1.0,0 days 00:01:40.159000,100.159,,0 days 00:00:36.227000,0 days 00:00:26.167000,MEDIUM,1.0,1.0,,,8.0,False,1
TSU,22,RB,1.0,0 days 00:01:41.055000,101.055,,0 days 00:00:36.072000,0 days 00:00:26.343000,MEDIUM,1.0,1.0,,,9.0,False,1
RUS,63,Mercedes,1.0,0 days 00:01:41.627000,101.627,,0 days 00:00:36.279000,0 days 00:00:26.304000,MEDIUM,4.0,1.0,,,10.0,False,1
STR,18,Aston Martin,1.0,0 days 00:01:42.004000,102.004,,0 days 00:00:36.466000,0 days 00:00:26.187000,MEDIUM,2.0,1.0,,,11.0,False,1
ALO,14,Aston Martin,1.0,0 days 00:01:43.024000,103.024,,0 days 00:00:36.675000,0 days 00:00:26.509000,HARD,2.0,1.0,,,12.0,False,1
GAS,10,Alpine,1.0,0 days 00:01:43.357000,103.357,,0 days 00:00:37.045000,0 days 00:00:26.060000,MEDIUM,1.0,1.0,,,13.0,False,1
OCO,31,Alpine,1.0,0 days 00:01:43.733000,103.733,,0 days 00:00:37.607000,0 days 00:00:26.470000,MEDIUM,1.0,1.0,,,14.0,False,1
ALB,23,Williams,1.0,0 days 00:01:43.958000,103.958,,0 days 00:00:37.525000,0 days 00:00:26.236000,MEDIUM,1.0,1.0,,,15.0,False,1
SAR,2,Williams,1.0,0 days 00:01:44.320000,104.32,,0 days 00:00:37.340000,0 days 00:00:26.270000,MEDIUM,1.0,1.0,,,16.0,False,1
