stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,NOR,McLaren,HARD,2.0,33.0,57.0,25,91.203,91.18,90.98
2,ALB,Williams,SOFT,3.0,55.0,57.0,3,91.395,91.272,90.849
3,PIA,McLaren,MEDIUM,3.0,42.0,57.0,16,91.832,91.88,90.634
4,VER,Red Bull Racing,HARD,2.0,25.0,57.0,29,91.866,91.487,91.261
5,SAI,Ferrari,HARD,2.0,31.0,57.0,26,92.032,91.462,90.928
6,PER,Red Bull Racing,MEDIUM,3.0,31.0,57.0,26,92.156,91.541,90.855
7,LEC,Ferrari,HARD,2.0,21.0,57.0,33,92.255,91.629,91.084
8,MAG,Haas F1 Team,MEDIUM,4.0,33.0,57.0,25,92.432,92.344,91.774
9,HUL,Haas F1 Team,MEDIUM,3.0,33.0,57.0,25,92.557,92.474,91.941
10,TSU,RB,HARD,2.0,31.0,57.0,26,92.578,92.017,91.682
11,STR,Aston Martin,MEDIUM,3.0,33.0,57.0,25,92.682,92.789,91.588
12,PER,Red Bull Racing,HARD,2.0,19.0,27.0,8,92.707,92.758,92.161
13,HAM,Mercedes,MEDIUM,2.0,28.0,57.0,27,92.789,91.626,91.233
14,ZHO,Kick Sauber,SOFT,2.0,33.0,57.0,25,92.966,92.922,91.991
15,RIC,RB,MEDIUM,2.0,33.0,57.0,25,92.982,92.881,92.122
16,NOR,McLaren,MEDIUM,1.0,2.0,28.0,26,93.018,93.182,91.982
17,VER,Red Bull Racing,MEDIUM,1.0,1.0,22.0,22,93.059,92.932,92.53
18,PIA,McLaren,MEDIUM,1.0,1.0,26.0,25,93.136,93.067,92.453
19,BOT,Kick Sauber,MEDIUM,3.0,31.0,57.0,26,93.259,92.934,92.098
20,LEC,Ferrari,MEDIUM,1.0,1.0,18.0,18,93.337,93.162,92.689
21,PIA,McLaren,HARD,2.0,31.0,39.0,8,93.506,92.172,91.372
22,MAG,Haas F1 Team,MEDIUM,2.0,24.0,27.0,4,93.52,93.28,93.148
23,RUS,Mercedes,HARD,2.0,26.0,57.0,29,93.548,92.304,91.921
24,PER,Red Bull Racing,MEDIUM,1.0,1.0,16.0,16,93.745,93.458,93.147
25,ALO,Aston Martin,MEDIUM,2.0,24.0,57.0,31,93.76,92.536,91.727
26,OCO,Alpine,HARD,2.0,24.0,57.0,31,93.773,92.575,92.037
27,SAI,Ferrari,MEDIUM,1.0,1.0,26.0,26,93.778,93.136,92.455
28,SAR,Williams,HARD,2.0,13.0,27.0,14,94.057,93.71,93.452
29,TSU,RB,MEDIUM,1.0,1.0,27.0,26,94.246,93.919,93.08
30,GAS,Alpine,HARD,2.0,14.0,57.0,41,94.313,92.994,92.055
31,MAG,Haas F1 Team,HARD,1.0,3.0,21.0,19,94.448,94.221,93.856
32,SAR,Williams,MEDIUM,1.0,2.0,10.0,9,94.51,94.474,93.833
33,BOT,Kick Sauber,SOFT,1.0,2.0,10.0,9,94.612,94.597,93.828
34,HAM,Mercedes,HARD,1.0,1.0,25.0,25,94.641,93.861,92.852
35,OCO,Alpine,MEDIUM,1.0,1.0,21.0,21,94.648,94.094,93.545
36,STR,Aston Martin,HARD,2.0,13.0,27.0,15,94.712,93.816,93.362
37,BOT,Kick Sauber,HARD,2.0,13.0,27.0,15,94.752,93.786,93.4
38,ALO,Aston Martin,HARD,1.0,1.0,21.0,21,94.803,94.258,93.751
39,ALB,Williams,HARD,2.0,12.0,52.0,38,94.807,93.542,92.552
40,HUL,Haas F1 Team,HARD,2.0,14.0,27.0,14,94.808,93.718,92.922
41,HUL,Haas F1 Team,MEDIUM,1.0,1.0,11.0,11,94.825,94.14,93.561
42,RUS,Mercedes,MEDIUM,1.0,1.0,23.0,23,94.899,93.932,93.326
43,STR,Aston Martin,MEDIUM,1.0,1.0,10.0,10,94.968,94.157,93.768
44,GAS,Alpine,MEDIUM,1.0,1.0,11.0,11,95.047,94.19,93.789
45,ZHO,Kick Sauber,MEDIUM,1.0,1.0,27.0,27,95.181,94.318,93.485
46,RIC,RB,HARD,1.0,1.0,27.0,27,95.334,94.345,93.215
47,ALB,Williams,MEDIUM,1.0,1.0,9.0,9,95.358,94.26,93.889
