pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,51,92.128,91.982,90.98,1.022,0.0
2,LEC,Ferrari,16,51,92.637,92.113,91.084,1.882,0.509
3,VER,Red Bull Racing,1,51,92.381,92.298,91.261,1.283,0.253
4,PER,Red Bull Racing,11,50,92.752,92.532,90.855,1.875,0.624
5,SAI,Ferrari,55,52,92.905,92.6,90.928,2.707,0.777
6,PIA,McLaren,81,49,92.771,92.716,90.634,1.763,0.643
7,HAM,Mercedes,44,52,93.679,92.99,91.233,3.591,1.551
8,MAG,Haas F1 Team,20,48,93.321,93.13,91.774,1.053,1.193
9,TSU,RB,22,52,93.412,93.254,91.682,2.014,1.284
10,HUL,Haas F1 Team,27,50,93.686,93.282,91.941,1.991,1.558
11,RUS,Mercedes,63,52,94.146,93.392,91.921,3.801,2.018
12,GAS,Alpine,10,52,94.468,93.452,92.055,3.824,2.34
13,BOT,Kick Sauber,77,50,93.95,93.474,92.098,2.256,1.822
14,STR,Aston Martin,18,50,93.748,93.519,91.588,2.161,1.62
15,OCO,Alpine,31,52,94.126,93.521,92.037,3.389,1.998
16,ALO,Aston Martin,14,52,94.181,93.527,91.727,3.542,2.053
17,ALB,Williams,23,50,94.701,93.656,90.849,4.261,2.573
18,ZHO,Kick Sauber,24,52,94.116,93.68,91.991,2.303,1.988
19,SAR,Williams,2,23,94.234,93.833,93.452,0.99,2.106
20,RIC,RB,3,52,94.203,93.896,92.122,2.423,2.075
