pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,44,91.597,91.744,89.699,1.061,0.0
2,LEC,Ferrari,16,44,92.003,91.989,90.569,0.705,0.406
3,BOT,Mercedes,77,44,92.062,92.071,90.524,0.888,0.465
4,NOR,McLaren,4,44,92.428,92.259,91.42,0.611,0.831
5,SAI,Ferrari,55,45,92.568,92.335,91.223,0.868,0.971
6,RIC,McLaren,3,44,92.708,92.582,91.284,0.807,1.111
7,GAS,AlphaTauri,10,43,93.161,92.933,90.266,1.213,1.564
8,OCO,Alpine,31,45,93.357,93.022,92.21,0.877,1.76
9,PER,Red Bull Racing,11,39,93.049,93.135,88.617,1.297,1.452
10,ALO,Alpine,14,45,93.307,93.208,91.698,0.807,1.71
11,STR,Aston Martin,18,45,93.371,93.331,91.992,0.751,1.774
12,TSU,AlphaTauri,22,45,93.402,93.414,90.826,1.233,1.805
13,LAT,Williams,6,44,93.796,93.506,92.477,0.903,2.199
14,RUS,Williams,63,44,93.738,93.515,92.049,0.937,2.141
15,RAI,Alfa Romeo Racing,7,44,93.769,93.526,91.895,1.025,2.172
16,GIO,Alfa Romeo Racing,99,44,93.834,93.606,92.346,0.889,2.237
17,VET,Aston Martin,5,32,93.873,93.65,93.059,0.628,2.276
18,MAZ,Haas F1 Team,9,44,95.04,94.726,92.909,1.416,3.443
19,MSC,Haas F1 Team,47,44,95.053,95.327,92.862,1.392,3.456
