Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
PER,Red Bull Racing,18,19.0,HARD,MEDIUM
RAI,Alfa Romeo Racing,18,19.0,MEDIUM,HARD
RUS,Williams,18,19.0,MEDIUM,HARD
VET,Aston Martin,18,19.0,MEDIUM,HARD
LAT,Williams,19,20.0,MEDIUM,HARD
OCO,Alpine,19,20.0,MEDIUM,HARD
RIC,McLaren,20,21.0,MEDIUM,HARD
NOR,McLaren,21,22.0,MEDIUM,HARD
BOT,Mercedes,22,23.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,23,24.0,MEDIUM,HARD
STR,Aston Martin,23,24.0,MEDIUM,HARD
ALO,Alpine,24,25.0,MEDIUM,HARD
MSC,Haas F1 Team,24,25.0,MEDIUM,HARD
MAZ,Haas F1 Team,25,26.0,MEDIUM,HARD
HAM,Mercedes,27,28.0,MEDIUM,HARD
GAS,AlphaTauri,28,29.0,MEDIUM,HARD
SAI,Ferrari,28,29.0,MEDIUM,HARD
LEC,Ferrari,29,30.0,MEDIUM,HARD
TSU,AlphaTauri,30,31.0,MEDIUM,HARD
PER,Red Bull Racing,38,39.0,MEDIUM,MEDIUM
VET,Aston Martin,40,,HARD,
GAS,AlphaTauri,46,47.0,HARD,SOFT
PER,Red Bull Racing,48,49.0,MEDIUM,SOFT
