pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,65,82.014,82.076,80.764,0.594,0.0
2,LEC,Ferrari,16,65,82.423,82.25,81.588,0.582,0.409
3,HAM,Ferrari,44,63,82.252,82.3,80.601,0.808,0.238
4,PIA,McLaren,81,63,82.228,82.379,80.422,1.056,0.214
5,RUS,Mercedes,63,63,82.37,82.401,80.052,0.902,0.356
6,BEA,Haas F1 Team,87,63,82.264,82.455,80.705,0.864,0.25
7,ANT,Mercedes,12,63,82.317,82.477,80.826,0.921,0.303
8,STR,Aston Martin,18,62,82.824,82.6,80.593,0.941,0.81
9,SAI,Williams,55,58,82.547,82.65,80.098,1.082,0.533
10,OCO,Haas F1 Team,31,65,82.977,82.68,81.869,0.765,0.963
11,VER,Red Bull Racing,1,65,82.358,82.702,81.108,0.987,0.344
12,TSU,Red Bull Racing,22,65,82.956,83.059,81.486,0.996,0.942
13,HAD,Racing Bulls,6,64,83.22,83.167,81.714,1.03,1.206
14,BOR,Kick Sauber,5,65,83.071,83.455,81.121,1.055,1.057
15,ALO,Aston Martin,14,29,83.386,83.525,81.708,0.826,1.372
16,ALB,Williams,23,64,83.123,83.617,80.48,1.334,1.109
17,GAS,Alpine,10,64,83.713,83.993,82.271,1.026,1.699
18,HUL,Kick Sauber,27,22,84.277,84.206,83.091,0.882,2.263
19,COL,Alpine,43,64,83.706,84.33,81.342,1.259,1.692
20,LAW,Racing Bulls,30,2,89.449,89.449,85.124,6.116,7.435
