Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
BOT,77,Mercedes,1.0,0 days 00:01:40.317000,100.317,,0 days 00:00:39.998000,0 days 00:00:33.004000,MEDIUM,4.0,1.0,,,1.0,False,1
VER,33,Red Bull Racing,1.0,0 days 00:01:41.552000,101.552,,0 days 00:00:40.482000,0 days 00:00:33.191000,MEDIUM,4.0,1.0,,,2.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:43.228000,103.228,,0 days 00:00:40.929000,0 days 00:00:33.420000,MEDIUM,4.0,1.0,,,3.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:44.832000,104.832,,0 days 00:00:41.355000,0 days 00:00:33.974000,MEDIUM,4.0,1.0,,,4.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:45.748000,105.748,,0 days 00:00:41.286000,0 days 00:00:34.099000,SOFT,4.0,1.0,,,5.0,False,1
VET,5,Ferrari,1.0,0 days 00:01:46.688000,106.688,,0 days 00:00:42.579000,0 days 00:00:35.385000,MEDIUM,4.0,1.0,,,6.0,False,1
RIC,3,Renault,1.0,0 days 00:01:46.886000,106.886,,0 days 00:00:41.455000,0 days 00:00:35.364000,SOFT,4.0,1.0,,,7.0,False,1
GAS,10,Toro Rosso,1.0,0 days 00:01:47.505000,107.505,,0 days 00:00:41.749000,0 days 00:00:34.736000,SOFT,4.0,1.0,,,8.0,False,1
SAI,55,McLaren,1.0,0 days 00:01:48.208000,108.208,,0 days 00:00:42.457000,0 days 00:00:34.521000,SOFT,4.0,1.0,,,9.0,False,1
MAG,20,Haas F1 Team,1.0,0 days 00:01:48.938000,108.938,,0 days 00:00:42.037000,0 days 00:00:34.984000,MEDIUM,1.0,1.0,,,10.0,False,1
ALB,23,Red Bull Racing,1.0,0 days 00:01:49.520000,109.52,,0 days 00:00:42.707000,0 days 00:00:35.206000,SOFT,4.0,1.0,,0 days 00:35:12.368000,11.0,False,1
RAI,7,Alfa Romeo Racing,1.0,0 days 00:01:49.596000,109.596,,0 days 00:00:42.517000,0 days 00:00:34.906000,SOFT,1.0,1.0,,,12.0,False,1
HUL,27,Renault,1.0,0 days 00:01:50.500000,110.5,,0 days 00:00:43.279000,0 days 00:00:34.853000,HARD,1.0,1.0,,,13.0,False,1
