Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Red Bull Racing,1,2.0,SOFT,MEDIUM
STR,Racing Point,9,10.0,MEDIUM,HARD
KUB,Williams,11,12.0,MEDIUM,HARD
VER,Red Bull Racing,13,14.0,MEDIUM,HARD
BOT,Mercedes,14,15.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,17,18.0,MEDIUM,HARD
MAG,Haas F1 Team,18,19.0,MEDIUM,HARD
RAI,Alfa Romeo Racing,18,19.0,SOFT,HARD
SAI,McLaren,18,19.0,SOFT,HARD
GAS,Toro Rosso,19,20.0,SOFT,HARD
NOR,McLaren,19,20.0,SOFT,HARD
ALB,Red Bull Racing,20,21.0,MEDIUM,MEDIUM
LEC,Ferrari,20,21.0,MEDIUM,HARD
KVY,Toro Rosso,21,22.0,HARD,MEDIUM
RIC,Renault,21,22.0,SOFT,HARD
RUS,Williams,23,24.0,MEDIUM,HARD
GRO,Haas F1 Team,24,25.0,MEDIUM,HARD
HAM,Mercedes,24,25.0,MEDIUM,HARD
PER,Racing Point,24,25.0,MEDIUM,HARD
HUL,Renault,27,28.0,HARD,MEDIUM
STR,Racing Point,29,30.0,HARD,SOFT
KUB,Williams,31,,HARD,
VER,Red Bull Racing,34,35.0,HARD,MEDIUM
BOT,Mercedes,35,36.0,HARD,MEDIUM
GIO,Alfa Romeo Racing,39,40.0,HARD,SOFT
HUL,Renault,39,40.0,MEDIUM,SOFT
KVY,Toro Rosso,39,40.0,MEDIUM,SOFT
ALB,Red Bull Racing,40,41.0,MEDIUM,SOFT
MAG,Haas F1 Team,40,41.0,HARD,SOFT
RAI,Alfa Romeo Racing,40,41.0,HARD,SOFT
LEC,Ferrari,42,43.0,HARD,SOFT
NOR,McLaren,42,43.0,HARD,MEDIUM
RUS,Williams,46,47.0,HARD,SOFT
GAS,Toro Rosso,53,54.0,HARD,SOFT
GAS,Toro Rosso,54,,SOFT,
