pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VET,Ferrari,5,43,94.048,93.098,90.696,7.271,0.0
2,RAI,Ferrari,7,45,96.354,93.279,90.795,11.914,2.306
3,HAM,Mercedes,44,47,97.992,93.403,91.245,13.605,3.944
4,BOT,Mercedes,77,46,97.022,93.408,91.377,12.756,2.974
5,VER,Red Bull Racing,33,39,97.776,93.785,92.007,12.937,3.728
6,RIC,Red Bull Racing,3,45,98.118,93.816,91.589,13.129,4.07
7,ALO,McLaren,14,45,97.711,95.032,93.482,8.763,3.663
8,PER,Force India,11,45,97.725,95.057,93.472,8.715,3.677
9,HUL,Renault,27,47,98.684,95.335,93.405,10.439,4.636
10,MAG,Haas F1 Team,20,47,98.836,95.338,93.604,10.374,4.788
11,OCO,Force India,31,47,98.739,95.379,93.606,10.347,4.691
12,LEC,Sauber,16,16,95.56,95.417,95.209,0.31,1.512
13,SAI,Renault,55,31,96.288,95.564,94.602,2.581,2.24
14,GAS,Toro Rosso,10,45,97.649,95.578,93.465,8.356,3.601
15,ERI,Sauber,9,27,95.597,95.606,93.675,0.737,1.549
16,VAN,McLaren,2,45,97.847,95.785,93.551,7.702,3.799
17,GRO,Haas F1 Team,8,33,98.067,95.946,94.391,7.037,4.019
18,SIR,Williams,35,46,99.21,96.677,94.62,8.268,5.162
19,STR,Williams,18,46,99.01,96.788,93.869,8.549,4.962
