stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VET,Ferrari,MEDIUM,2.0,22.0,32.0,11,93.087,93.095,92.745
2,RAI,Ferrari,MEDIUM,2.0,15.0,32.0,18,93.126,93.158,92.135
3,RIC,Red Bull Racing,MEDIUM,2.0,20.0,29.0,10,93.218,93.2,92.934
4,VER,Red Bull Racing,MEDIUM,2.0,19.0,32.0,14,93.514,93.502,93.084
5,VET,Ferrari,SOFT,1.0,3.0,19.0,17,93.644,93.687,92.723
6,BOT,Mercedes,SOFT,1.0,2.0,20.0,19,93.746,93.703,93.22
7,VET,Ferrari,nan,,1.0,2.0,2,93.902,93.902,92.918
8,VER,Red Bull Racing,SOFT,1.0,2.0,16.0,15,93.976,93.918,93.539
9,RAI,Ferrari,SOFT,1.0,2.0,12.0,11,94.027,94.084,93.684
10,HAM,Mercedes,SOFT,1.0,2.0,24.0,23,94.059,93.741,92.821
11,RIC,Red Bull Racing,SOFT,1.0,2.0,17.0,16,94.113,94.1,93.816
12,ERI,Sauber,MEDIUM,2.0,26.0,31.0,6,94.574,94.708,93.675
13,GAS,Toro Rosso,MEDIUM,2.0,22.0,31.0,10,94.757,94.753,94.265
14,PER,Force India,MEDIUM,2.0,15.0,31.0,17,94.886,94.748,94.175
15,ALO,McLaren,MEDIUM,2.0,15.0,31.0,17,94.888,94.948,94.382
16,SAI,Renault,HARD,2.0,19.0,31.0,13,95.032,95.03,94.602
17,VET,Ferrari,SOFT,3.0,37.0,52.0,13,95.413,91.75,90.696
18,HUL,Renault,MEDIUM,1.0,2.0,19.0,18,95.499,95.426,94.933
19,LEC,Sauber,SOFT,1.0,2.0,17.0,16,95.56,95.417,95.209
20,MAG,Haas F1 Team,SOFT,1.0,2.0,24.0,23,95.577,95.677,94.481
21,OCO,Force India,SOFT,1.0,2.0,18.0,17,95.655,95.684,95.242
22,PER,Force India,SOFT,1.0,2.0,12.0,11,95.664,95.805,94.485
23,GRO,Haas F1 Team,SOFT,1.0,2.0,25.0,24,95.817,95.917,94.907
24,SAI,Renault,MEDIUM,1.0,2.0,16.0,15,95.877,95.806,95.277
25,ERI,Sauber,SOFT,1.0,3.0,23.0,21,95.889,95.901,95.001
26,GAS,Toro Rosso,SOFT,1.0,2.0,19.0,18,95.958,95.986,95.107
27,ALO,McLaren,SOFT,1.0,2.0,12.0,11,96.108,95.956,95.679
28,VAN,McLaren,SOFT,1.0,2.0,20.0,19,96.178,96.188,95.189
29,BOT,Mercedes,nan,,1.0,1.0,1,96.818,96.818,96.818
30,STR,Williams,MEDIUM,1.0,2.0,29.0,28,96.892,96.866,95.975
31,VAN,McLaren,MEDIUM,2.0,23.0,32.0,10,97.011,94.812,94.606
32,SIR,Williams,SOFT,1.0,2.0,20.0,19,97.045,96.942,96.109
33,VER,Red Bull Racing,nan,,1.0,1.0,1,98.96,98.96,98.96
34,BOT,Mercedes,MEDIUM,2.0,23.0,52.0,26,99.423,92.814,91.377
35,VAN,McLaren,SOFT,3.0,35.0,52.0,15,99.881,94.634,93.551
36,RAI,Ferrari,nan,,1.0,1.0,1,100.019,100.019,100.019
37,OCO,Force India,MEDIUM,2.0,21.0,52.0,29,100.393,95.089,93.606
38,HUL,Renault,HARD,2.0,22.0,52.0,28,100.62,95.136,93.405
39,SIR,Williams,MEDIUM,2.0,23.0,52.0,27,100.734,95.91,94.62
40,RIC,Red Bull Racing,nan,,1.0,1.0,1,100.783,100.783,100.783
41,GAS,Toro Rosso,SOFT,3.0,34.0,52.0,16,100.828,94.375,93.465
42,PER,Force India,SOFT,3.0,34.0,52.0,16,100.902,94.333,93.472
43,ALO,McLaren,SOFT,3.0,34.0,52.0,16,101.315,94.159,93.482
44,HAM,Mercedes,MEDIUM,2.0,27.0,52.0,23,101.465,92.156,91.245
45,RAI,Ferrari,SOFT,3.0,35.0,52.0,15,101.691,92.235,90.795
46,HUL,Renault,nan,,1.0,1.0,1,101.799,101.799,101.799
47,MAG,Haas F1 Team,MEDIUM,2.0,27.0,52.0,23,101.834,94.961,93.604
48,STR,Williams,SOFT,2.0,32.0,52.0,18,102.305,95.012,93.869
49,OCO,Force India,nan,,1.0,1.0,1,103.209,103.209,103.209
50,SAI,Renault,nan,,1.0,1.0,1,103.739,103.739,103.739
51,GRO,Haas F1 Team,MEDIUM,2.0,28.0,35.0,8,103.766,99.041,94.391
52,SAI,Renault,SOFT,3.0,34.0,35.0,2,103.804,103.804,102.315
53,RIC,Red Bull Racing,SOFT,3.0,32.0,52.0,18,104.252,92.594,91.589
54,MAG,Haas F1 Team,nan,,1.0,1.0,1,104.84,104.84,104.84
55,ALO,McLaren,nan,,1.0,1.0,1,105.688,105.688,105.688
56,GAS,Toro Rosso,nan,,1.0,1.0,1,106.132,106.132,106.132
57,GRO,Haas F1 Team,nan,,1.0,1.0,1,106.494,106.494,106.494
58,VAN,McLaren,nan,,1.0,1.0,1,107.419,107.419,107.419
59,HAM,Mercedes,nan,,1.0,1.0,1,108.599,108.599,108.599
60,VER,Red Bull Racing,SOFT,3.0,35.0,46.0,9,110.608,94.275,92.007
61,PER,Force India,nan,,1.0,1.0,1,117.814,117.814,117.814
