pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,65,82.18,80.71,79.691,6.122,0.038
2,SAI,Ferrari,55,65,82.142,80.98,80.137,6.202,0.0
3,LEC,Ferrari,16,63,82.313,81.009,78.336,6.082,0.171
4,HAM,Mercedes,44,65,82.744,81.364,80.371,6.009,0.602
5,VER,Red Bull Racing,1,65,82.696,81.52,80.872,6.037,0.554
6,RUS,Mercedes,63,65,82.815,81.603,80.731,5.998,0.673
7,MAG,Haas F1 Team,20,65,83.032,81.795,80.637,6.061,0.89
8,HUL,Haas F1 Team,27,64,83.416,82.166,80.748,6.218,1.274
9,GAS,Alpine,10,64,83.641,82.407,81.274,6.212,1.499
10,PER,Red Bull Racing,11,60,83.802,82.52,79.209,6.896,1.66
11,PIA,McLaren,81,65,83.037,82.59,80.064,6.625,0.895
12,STR,Aston Martin,18,64,83.736,82.839,81.311,6.311,1.594
13,LAW,RB,30,62,83.821,82.974,79.502,6.263,1.679
14,COL,Williams,43,64,83.771,82.98,80.09,6.685,1.629
15,OCO,Alpine,31,63,83.082,83.171,80.659,2.53,0.94
16,BOT,Kick Sauber,77,64,83.985,83.224,81.085,6.564,1.843
17,ZHO,Kick Sauber,24,64,84.221,83.502,81.553,6.483,2.079
18,ALO,Aston Martin,14,13,100.013,84.166,82.722,22.299,17.871
