Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
VER,Red Bull Racing,12,13,MEDIUM,HARD
HAD,Racing Bulls,13,14,MEDIUM,HARD
RUS,Mercedes,13,14,MEDIUM,HARD
ANT,Mercedes,14,15,MEDIUM,HARD
COL,Alpine,14,15,MEDIUM,HARD
ALO,Aston Martin,15,16,MEDIUM,HARD
HAM,Ferrari,15,16,MEDIUM,HARD
PIA,McLaren,16,17,MEDIUM,HARD
BEA,Haas F1 Team,18,19,MEDIUM,HARD
HUL,Kick Sauber,19,20,MEDIUM,HARD
ALB,Williams,23,24,MEDIUM,HARD
STR,Aston Martin,24,25,HARD,HARD
LEC,Ferrari,28,29,HARD,HARD
NOR,McLaren,29,30,HARD,MEDIUM
VER,Red Bull Racing,37,38,HARD,HARD
ANT,Mercedes,38,39,HARD,HARD
LAW,Racing Bulls,38,39,HARD,MEDIUM
RUS,Mercedes,42,43,HARD,HARD
HAM,Ferrari,45,46,HARD,HARD
PIA,McLaren,45,46,HARD,HARD
NOR,McLaren,47,48,MEDIUM,HARD
BOR,Kick Sauber,49,50,HARD,MEDIUM
ALO,Aston Martin,50,51,HARD,HARD
STR,Aston Martin,51,52,HARD,MEDIUM
GAS,Alpine,53,54,HARD,MEDIUM
LEC,Ferrari,53,54,HARD,MEDIUM
TSU,Red Bull Racing,56,57,HARD,MEDIUM
OCO,Haas F1 Team,57,58,HARD,MEDIUM
SAI,Williams,57,58,HARD,MEDIUM
ALO,Aston Martin,66,67,HARD,HARD
BEA,Haas F1 Team,66,67,HARD,SOFT
BOR,Kick Sauber,66,67,MEDIUM,MEDIUM
COL,Alpine,66,67,HARD,HARD
GAS,Alpine,66,67,MEDIUM,MEDIUM
HAD,Racing Bulls,66,67,HARD,SOFT
HUL,Kick Sauber,66,67,HARD,HARD
OCO,Haas F1 Team,66,67,MEDIUM,MEDIUM
SAI,Williams,66,67,MEDIUM,MEDIUM
STR,Aston Martin,66,67,MEDIUM,SOFT
TSU,Red Bull Racing,66,67,MEDIUM,MEDIUM
ALO,Aston Martin,67,68,HARD,HARD
ANT,Mercedes,67,68,HARD,HARD
BEA,Haas F1 Team,67,68,SOFT,SOFT
BOR,Kick Sauber,67,68,MEDIUM,MEDIUM
COL,Alpine,67,68,HARD,HARD
GAS,Alpine,67,68,MEDIUM,MEDIUM
HAD,Racing Bulls,67,68,SOFT,SOFT
HAM,Ferrari,67,68,HARD,HARD
HUL,Kick Sauber,67,68,HARD,HARD
LEC,Ferrari,67,68,MEDIUM,MEDIUM
OCO,Haas F1 Team,67,68,MEDIUM,MEDIUM
PIA,McLaren,67,68,HARD,SOFT
RUS,Mercedes,67,68,HARD,HARD
SAI,Williams,67,68,MEDIUM,MEDIUM
STR,Aston Martin,67,68,SOFT,SOFT
TSU,Red Bull Racing,67,68,MEDIUM,MEDIUM
VER,Red Bull Racing,67,68,HARD,HARD
ALO,Aston Martin,68,69,HARD,HARD
ANT,Mercedes,68,69,HARD,HARD
BEA,Haas F1 Team,68,69,SOFT,SOFT
BOR,Kick Sauber,68,69,MEDIUM,MEDIUM
COL,Alpine,68,69,HARD,HARD
GAS,Alpine,68,69,MEDIUM,MEDIUM
HAD,Racing Bulls,68,69,SOFT,SOFT
HAM,Ferrari,68,69,HARD,HARD
HUL,Kick Sauber,68,69,HARD,HARD
LEC,Ferrari,68,69,MEDIUM,MEDIUM
OCO,Haas F1 Team,68,69,MEDIUM,MEDIUM
PIA,McLaren,68,69,SOFT,SOFT
RUS,Mercedes,68,69,HARD,HARD
SAI,Williams,68,69,MEDIUM,MEDIUM
STR,Aston Martin,68,69,SOFT,SOFT
TSU,Red Bull Racing,68,69,MEDIUM,MEDIUM
VER,Red Bull Racing,68,69,HARD,HARD
ALO,Aston Martin,69,70,HARD,HARD
ANT,Mercedes,69,70,HARD,HARD
HAM,Ferrari,69,70,HARD,HARD
HUL,Kick Sauber,69,70,HARD,HARD
LEC,Ferrari,69,70,MEDIUM,MEDIUM
PIA,McLaren,69,70,SOFT,SOFT
RUS,Mercedes,69,70,HARD,HARD
VER,Red Bull Racing,69,70,HARD,HARD
