stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,NOR,McLaren,HARD,3.0,49.0,66.0,18,74.471,74.382,74.229
2,PIA,McLaren,HARD,3.0,47.0,66.0,20,74.736,74.614,74.255
3,SAI,Williams,MEDIUM,2.0,59.0,65.0,7,74.804,74.783,74.389
4,OCO,Haas F1 Team,MEDIUM,2.0,59.0,65.0,7,74.867,74.938,74.593
5,RUS,Mercedes,HARD,3.0,44.0,66.0,23,74.868,74.896,74.119
6,VER,Red Bull Racing,HARD,3.0,39.0,66.0,28,74.915,75.028,74.287
7,ANT,Mercedes,HARD,3.0,40.0,66.0,27,74.943,74.992,74.455
8,LEC,Ferrari,MEDIUM,3.0,55.0,66.0,12,74.969,74.988,74.261
9,STR,Aston Martin,MEDIUM,3.0,53.0,65.0,13,75.181,75.062,74.902
10,NOR,McLaren,MEDIUM,2.0,31.0,46.0,16,75.199,75.199,74.725
11,LEC,Ferrari,HARD,2.0,30.0,52.0,23,75.371,75.333,74.971
12,ALO,Aston Martin,HARD,3.0,52.0,65.0,14,75.418,75.341,75.024
13,HAM,Ferrari,HARD,3.0,47.0,65.0,19,75.423,75.296,74.805
14,GAS,Alpine,MEDIUM,2.0,55.0,65.0,11,75.604,75.434,74.993
15,PIA,McLaren,HARD,2.0,18.0,44.0,27,75.65,75.662,75.203
16,RUS,Mercedes,HARD,2.0,16.0,41.0,26,75.724,75.718,75.299
17,ANT,Mercedes,HARD,2.0,16.0,37.0,21,75.738,75.69,75.362
18,VER,Red Bull Racing,HARD,2.0,14.0,36.0,23,75.923,75.903,75.464
19,BOR,Kick Sauber,MEDIUM,2.0,51.0,65.0,15,76.04,75.978,75.414
20,TSU,Red Bull Racing,MEDIUM,2.0,58.0,65.0,8,76.105,75.878,75.358
21,HAM,Ferrari,HARD,2.0,18.0,44.0,26,76.258,76.216,75.748
22,RUS,Mercedes,MEDIUM,1.0,2.0,11.0,9,76.262,76.384,75.808
23,VER,Red Bull Racing,MEDIUM,1.0,2.0,8.0,7,76.301,76.418,75.901
24,ANT,Mercedes,MEDIUM,1.0,2.0,11.0,10,76.422,76.396,76.159
25,NOR,McLaren,HARD,1.0,4.0,28.0,24,76.49,76.416,76.141
26,LEC,Ferrari,HARD,1.0,5.0,27.0,23,76.549,76.493,76.019
27,HUL,Kick Sauber,HARD,2.0,21.0,65.0,45,76.607,76.536,75.372
28,PIA,McLaren,MEDIUM,1.0,3.0,13.0,11,76.608,76.599,76.209
29,ALO,Aston Martin,HARD,2.0,17.0,49.0,33,76.773,76.688,75.931
30,ALB,Williams,HARD,2.0,25.0,45.0,21,76.788,76.633,76.197
31,BEA,Haas F1 Team,HARD,2.0,20.0,65.0,44,76.793,76.814,75.397
32,STR,Aston Martin,HARD,2.0,26.0,50.0,25,76.853,76.653,76.217
33,HAM,Ferrari,MEDIUM,1.0,2.0,14.0,13,76.865,76.726,76.433
34,COL,Alpine,HARD,2.0,16.0,65.0,47,77.175,77.161,76.076
35,ALO,Aston Martin,MEDIUM,1.0,2.0,12.0,11,77.182,77.113,76.369
36,HAD,Racing Bulls,HARD,2.0,15.0,65.0,49,77.202,77.169,76.292
37,LAW,Racing Bulls,MEDIUM,2.0,40.0,53.0,13,77.206,77.299,76.32
38,OCO,Haas F1 Team,HARD,1.0,3.0,56.0,52,77.238,77.268,76.384
39,SAI,Williams,HARD,1.0,3.0,56.0,52,77.275,77.282,76.426
40,TSU,Red Bull Racing,HARD,1.0,3.0,55.0,51,77.394,77.393,76.557
41,HUL,Kick Sauber,MEDIUM,1.0,2.0,15.0,14,77.46,77.348,76.987
42,GAS,Alpine,HARD,1.0,5.0,52.0,47,77.637,77.699,76.409
43,HAD,Racing Bulls,MEDIUM,1.0,2.0,11.0,10,77.657,77.53,77.198
44,COL,Alpine,MEDIUM,1.0,2.0,13.0,12,77.661,77.594,77.262
45,BOR,Kick Sauber,HARD,1.0,3.0,48.0,44,77.686,77.596,76.911
46,LAW,Racing Bulls,HARD,1.0,3.0,37.0,34,77.87,77.739,77.352
47,BEA,Haas F1 Team,MEDIUM,1.0,2.0,17.0,15,77.928,77.882,77.297
48,STR,Aston Martin,HARD,1.0,3.0,23.0,20,77.968,77.914,77.394
49,ALB,Williams,MEDIUM,1.0,2.0,22.0,20,78.038,78.032,77.275
