Compound,laps,drivers,average_lap_seconds,best_lap_seconds,share
HARD,638,17,79.116,75.65,0.4688
MEDIUM,355,12,79.303,75.773,0.2608
INTERMEDIATE,307,17,93.495,84.139,0.2256
WET,34,3,97.547,90.26,0.025
SOFT,27,1,79.37,77.302,0.0198
