pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,72,81.718,77.636,76.604,7.237,2.402
2,ALO,Aston Martin,14,71,81.788,77.705,76.674,7.13,2.472
3,OCO,Alpine,31,70,82.345,78.246,76.528,7.6,3.029
4,SAI,Ferrari,55,70,82.39,78.252,76.449,7.475,3.074
5,HAM,Mercedes,44,70,82.397,78.31,75.65,7.613,3.081
6,LEC,Ferrari,16,70,82.494,78.322,75.773,7.53,3.178
7,RUS,Mercedes,63,72,82.461,78.39,76.798,7.358,3.145
8,GAS,Alpine,10,70,82.625,78.41,75.831,7.742,3.309
9,TSU,AlphaTauri,22,70,83.76,78.988,77.68,8.48,4.444
10,NOR,McLaren,4,69,82.774,79.01,77.844,6.81,3.458
11,STR,Aston Martin,18,48,79.316,79.046,77.769,0.883,0.0
12,PIA,McLaren,81,71,83.028,79.285,77.513,7.043,3.712
13,PER,Red Bull Racing,11,62,82.655,79.463,76.269,7.532,3.339
14,HUL,Haas F1 Team,27,66,83.399,79.592,76.991,7.544,4.083
15,ZHO,Alfa Romeo,24,69,83.695,79.626,76.926,7.88,4.379
16,DEV,AlphaTauri,21,71,83.653,79.699,77.561,7.486,4.337
17,MAG,Haas F1 Team,20,64,83.88,79.796,78.351,8.513,4.564
18,ALB,Williams,23,69,83.845,79.967,76.672,7.579,4.529
19,BOT,Alfa Romeo,77,71,83.776,80.067,77.824,7.35,4.46
20,SAR,Williams,2,66,84.606,80.299,77.302,8.272,5.29
