stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,SAR,Williams,HARD,2.0,22.0,22.0,1,77.483,77.483,77.483
2,ALO,Aston Martin,HARD,1.0,1.0,53.0,53,78.148,77.505,76.674
3,HAM,Mercedes,HARD,2.0,33.0,53.0,21,78.244,77.11,75.65
4,VER,Red Bull Racing,MEDIUM,1.0,1.0,54.0,54,78.287,77.213,76.604
5,GAS,Alpine,HARD,1.0,1.0,46.0,46,78.319,78.001,76.839
6,OCO,Alpine,HARD,2.0,34.0,53.0,20,78.328,77.069,76.528
7,LEC,Ferrari,HARD,1.0,1.0,43.0,43,78.36,78.127,77.065
8,OCO,Alpine,MEDIUM,1.0,1.0,31.0,31,78.454,78.087,76.938
9,SAI,Ferrari,HARD,1.0,1.0,32.0,32,78.48,78.088,77.171
10,RUS,Mercedes,HARD,1.0,1.0,53.0,53,78.61,77.9,76.798
11,HAM,Mercedes,MEDIUM,1.0,1.0,30.0,30,78.647,78.218,77.322
12,ALB,Williams,HARD,2.0,20.0,51.0,32,79.026,78.789,76.672
13,PER,Red Bull Racing,HARD,2.0,3.0,33.0,31,79.038,79.292,76.269
14,NOR,McLaren,MEDIUM,1.0,1.0,49.0,49,79.043,78.771,77.844
15,SAI,Ferrari,MEDIUM,2.0,35.0,54.0,20,79.234,77.084,76.449
16,TSU,AlphaTauri,MEDIUM,1.0,1.0,52.0,52,79.275,78.5,77.68
17,ZHO,Alfa Romeo,HARD,2.0,3.0,51.0,49,79.278,78.809,76.926
18,STR,Aston Martin,HARD,1.0,2.0,50.0,48,79.316,79.046,77.769
19,PER,Red Bull Racing,MEDIUM,3.0,36.0,52.0,17,79.368,77.128,76.353
20,SAR,Williams,SOFT,3.0,25.0,51.0,27,79.37,78.625,77.302
21,BOT,Alfa Romeo,HARD,1.0,1.0,50.0,50,79.655,79.274,77.824
22,DEV,AlphaTauri,MEDIUM,1.0,1.0,52.0,52,79.777,79.229,77.561
23,PIA,McLaren,HARD,1.0,1.0,53.0,53,79.781,78.9,77.513
24,HUL,Haas F1 Team,HARD,2.0,3.0,53.0,51,79.826,78.857,76.991
25,MAG,Haas F1 Team,HARD,1.0,1.0,53.0,53,80.437,79.274,78.351
26,ALB,Williams,MEDIUM,1.0,1.0,17.0,17,80.816,80.259,78.796
27,LEC,Ferrari,MEDIUM,2.0,46.0,54.0,9,81.176,76.971,75.773
28,SAR,Williams,MEDIUM,1.0,1.0,19.0,19,81.308,80.28,78.947
29,GAS,Alpine,MEDIUM,2.0,49.0,53.0,5,81.325,76.711,75.831
30,PER,Red Bull Racing,INTERMEDIATE,6.0,72.0,76.0,5,89.296,89.537,85.704
31,NOR,McLaren,HARD,2.0,52.0,53.0,2,90.418,90.418,88.675
32,VER,Red Bull Racing,INTERMEDIATE,2.0,61.0,78.0,18,92.01,91.426,85.201
33,NOR,McLaren,INTERMEDIATE,3.0,56.0,77.0,18,92.082,90.582,85.278
34,ALO,Aston Martin,INTERMEDIATE,3.0,60.0,78.0,18,92.505,92.036,84.701
35,PIA,McLaren,INTERMEDIATE,2.0,60.0,77.0,18,92.587,91.581,84.785
36,SAI,Ferrari,INTERMEDIATE,3.0,57.0,78.0,18,92.851,92.726,85.579
37,HAM,Mercedes,INTERMEDIATE,3.0,56.0,78.0,19,92.907,92.866,84.651
38,OCO,Alpine,INTERMEDIATE,3.0,56.0,78.0,19,92.923,92.501,84.231
39,LEC,Ferrari,INTERMEDIATE,3.0,61.0,78.0,18,93.03,93.106,85.965
40,RUS,Mercedes,INTERMEDIATE,2.0,56.0,78.0,19,93.204,93.647,85.436
41,GAS,Alpine,INTERMEDIATE,3.0,56.0,78.0,19,93.392,93.318,85.607
42,BOT,Alfa Romeo,INTERMEDIATE,2.0,53.0,77.0,21,93.587,94.038,84.139
43,ALB,Williams,INTERMEDIATE,3.0,54.0,77.0,20,94.131,93.669,86.764
44,DEV,AlphaTauri,INTERMEDIATE,2.0,58.0,77.0,19,94.258,94.011,86.282
45,ZHO,Alfa Romeo,INTERMEDIATE,3.0,54.0,77.0,20,94.517,94.083,85.717
46,HUL,Haas F1 Team,WET,4.0,61.0,76.0,15,95.546,95.656,90.26
47,SAR,Williams,INTERMEDIATE,4.0,54.0,76.0,19,95.718,98.073,87.137
48,TSU,AlphaTauri,INTERMEDIATE,2.0,55.0,76.0,18,96.718,98.06,87.332
49,PER,Red Bull Racing,WET,5.0,62.0,69.0,8,97.28,96.782,95.708
50,PER,Red Bull Racing,INTERMEDIATE,4.0,55.0,55.0,1,100.446,100.446,100.446
51,MAG,Haas F1 Team,WET,2.0,59.0,70.0,11,100.469,100.088,97.778
