Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HUL,Haas F1 Team,1,2,MEDIUM,HARD
PER,Red Bull Racing,1,2,MEDIUM,HARD
ZHO,Alfa Romeo,1,2,SOFT,HARD
ALB,Williams,18,19,MEDIUM,HARD
SAR,Williams,20,21,MEDIUM,HARD
SAR,Williams,23,24,HARD,SOFT
HAM,Mercedes,31,32,MEDIUM,HARD
OCO,Alpine,32,33,MEDIUM,HARD
SAI,Ferrari,33,34,HARD,MEDIUM
PER,Red Bull Racing,34,35,HARD,MEDIUM
LEC,Ferrari,44,45,HARD,MEDIUM
GAS,Alpine,47,48,HARD,MEDIUM
NOR,McLaren,50,51,MEDIUM,HARD
BOT,Alfa Romeo,51,52,HARD,INTERMEDIATE
STR,Aston Martin,51,52,HARD,INTERMEDIATE
ALB,Williams,52,53,HARD,INTERMEDIATE
SAR,Williams,52,53,SOFT,INTERMEDIATE
ZHO,Alfa Romeo,52,53,HARD,INTERMEDIATE
DEV,AlphaTauri,53,54,MEDIUM,INTERMEDIATE
PER,Red Bull Racing,53,54,MEDIUM,INTERMEDIATE
TSU,AlphaTauri,53,54,MEDIUM,INTERMEDIATE
ALO,Aston Martin,54,55,HARD,MEDIUM
GAS,Alpine,54,55,MEDIUM,INTERMEDIATE
HAM,Mercedes,54,55,HARD,INTERMEDIATE
HUL,Haas F1 Team,54,55,HARD,INTERMEDIATE
NOR,McLaren,54,55,HARD,INTERMEDIATE
OCO,Alpine,54,55,HARD,INTERMEDIATE
PIA,McLaren,54,55,HARD,INTERMEDIATE
RUS,Mercedes,54,55,HARD,INTERMEDIATE
ALO,Aston Martin,55,56,MEDIUM,INTERMEDIATE
LEC,Ferrari,55,56,MEDIUM,INTERMEDIATE
SAI,Ferrari,55,56,MEDIUM,INTERMEDIATE
VER,Red Bull Racing,55,56,MEDIUM,INTERMEDIATE
PER,Red Bull Racing,57,58,INTERMEDIATE,WET
HUL,Haas F1 Team,59,60,INTERMEDIATE,WET
PER,Red Bull Racing,70,71,WET,INTERMEDIATE
