constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Williams,williams,British,,damon_hill,Damon Hill,British,5,1996-melbourne,Australian Grand Prix,,,,,,2,58,5570400,10.0,1,1,1,Finished,1:32:50.400,1996
Williams,williams,British,VIL,villeneuve,Jacques Villeneuve,Canadian,6,1996-melbourne,Australian Grand Prix,,,,,,1,58,5608420,6.0,2,2,1,Finished,+38.020,1996
Ferrari,ferrari,Italian,,irvine,Eddie Irvine,British,2,1996-melbourne,Australian Grand Prix,,,,,,3,58,5632971,4.0,3,3,1,Finished,+1:02.571,1996
Benetton,benetton,Italian,,berger,Gerhard Berger,Austrian,4,1996-melbourne,Australian Grand Prix,,,,,,7,58,5647437,3.0,4,4,1,Finished,+1:17.037,1996
McLaren,mclaren,British,,hakkinen,Mika Häkkinen,Finnish,7,1996-melbourne,Australian Grand Prix,,,,,,5,58,5665471,2.0,5,5,1,Finished,+1:35.071,1996
Tyrrell,tyrrell,British,,salo,Mika Salo,Finnish,19,1996-melbourne,Australian Grand Prix,,,,,,10,57,,1.0,6,6,1,+1 Lap,,1996
Ligier,ligier,French,,panis,Olivier Panis,French,9,1996-melbourne,Australian Grand Prix,,,,,,11,57,,0.0,7,7,1,+1 Lap,,1996
Sauber,sauber,Swiss,,frentzen,Heinz-Harald Frentzen,German,15,1996-melbourne,Australian Grand Prix,,,,,,9,57,,0.0,8,8,1,+1 Lap,,1996
Footwork,footwork,British,,rosset,Ricardo Rosset,Brazilian,16,1996-melbourne,Australian Grand Prix,,,,,,18,56,,0.0,9,9,1,+2 Laps,,1996
Ligier,ligier,French,,diniz,Pedro Diniz,Brazilian,10,1996-melbourne,Australian Grand Prix,,,,,,20,56,,0.0,10,10,1,+2 Laps,,1996
Tyrrell,tyrrell,British,,katayama,Ukyo Katayama,Japanese,18,1996-melbourne,Australian Grand Prix,,,,,,15,55,,0.0,11,11,1,+3 Laps,,1996
Minardi,minardi,Italian,,lamy,Pedro Lamy,Portuguese,20,1996-melbourne,Australian Grand Prix,,,,,,17,42,,0.0,12,R,1,Safety belt,,1996
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,1,1996-melbourne,Australian Grand Prix,,,,,,4,32,,0.0,13,R,1,Brakes,,1996
