circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,1996-03-10,1996-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,1,1996,,https://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,1996
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,1996-03-31,1996-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,2,1996,,https://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,1996
galvez,Autódromo Juan y Oscar Gálvez,https://en.wikipedia.org/wiki/Autódromo_Oscar_y_Juan_Gálvez,Argentina,1996-04-07,1996-buenos-aires,Argentine Grand Prix,buenos-aires,-34.6943,Buenos Aires,-58.4593,3,1996,,https://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,1996
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1996-04-28,1996-n-rburg,European Grand Prix,n-rburg,50.3356,Nürburg,6.9475,4,1996,,https://en.wikipedia.org/wiki/1996_European_Grand_Prix,1996
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,1996-05-05,1996-imola,San Marino Grand Prix,imola,44.3439,Imola,11.7167,5,1996,,https://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,1996
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1996-05-19,1996-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,1996,,https://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,1996
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,1996-06-02,1996-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,7,1996,,https://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,1996
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,1996-06-16,1996-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,8,1996,,https://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,1996
magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,France,1996-06-30,1996-magny-cours,French Grand Prix,magny-cours,46.8642,Magny Cours,3.16361,9,1996,,https://en.wikipedia.org/wiki/1996_French_Grand_Prix,1996
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1996-07-14,1996-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,10,1996,,https://en.wikipedia.org/wiki/1996_British_Grand_Prix,1996
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,1996-07-28,1996-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,11,1996,,https://en.wikipedia.org/wiki/1996_German_Grand_Prix,1996
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,1996-08-11,1996-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,12,1996,,https://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,1996
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1996-08-25,1996-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,13,1996,,https://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,1996
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1996-09-08,1996-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,14,1996,,https://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,1996
estoril,Autódromo do Estoril,https://en.wikipedia.org/wiki/Circuito_do_Estoril,Portugal,1996-09-22,1996-estoril,Portuguese Grand Prix,estoril,38.7506,Estoril,-9.39417,15,1996,,https://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,1996
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,1996-10-13,1996-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,16,1996,,https://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,1996
