stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VER,Red Bull Racing,MEDIUM,3.0,34.0,53.0,20,97.066,97.057,96.404
2,PER,Red Bull Racing,HARD,2.0,26.0,53.0,28,97.694,97.491,96.693
3,VER,Red Bull Racing,HARD,2.0,20.0,31.0,12,97.786,97.804,97.052
4,VET,Aston Martin,MEDIUM,2.0,39.0,53.0,15,97.964,97.88,97.138
5,HAM,Mercedes,HARD,2.0,21.0,53.0,33,98.074,97.979,97.41
6,BOT,Mercedes,HARD,2.0,19.0,53.0,34,98.257,98.269,96.96
7,NOR,McLaren,HARD,2.0,26.0,53.0,28,98.508,98.476,97.425
8,STR,Aston Martin,SOFT,2.0,36.0,53.0,18,98.536,98.57,97.828
9,LEC,Ferrari,MEDIUM,3.0,40.0,52.0,12,99.011,99.115,97.681
10,ALO,Alpine,HARD,2.0,20.0,53.0,34,99.037,99.022,97.646
11,RAI,Alfa Romeo Racing,MEDIUM,2.0,35.0,52.0,18,99.133,98.92,97.992
12,HAM,Mercedes,MEDIUM,1.0,2.0,18.0,15,99.156,99.16,98.763
13,VER,Red Bull Racing,MEDIUM,1.0,2.0,17.0,14,99.22,99.214,98.727
14,GAS,AlphaTauri,HARD,2.0,19.0,53.0,35,99.274,99.189,98.103
15,RIC,McLaren,HARD,2.0,18.0,53.0,36,99.31,99.209,98.324
16,OCO,Alpine,MEDIUM,2.0,30.0,52.0,23,99.345,99.089,98.645
17,BOT,Mercedes,MEDIUM,1.0,2.0,16.0,14,99.435,99.35,98.604
18,PER,Red Bull Racing,MEDIUM,1.0,4.0,23.0,20,99.488,99.328,99.072
19,GIO,Alfa Romeo Racing,MEDIUM,2.0,30.0,52.0,23,99.495,99.251,98.702
20,RUS,Williams,HARD,2.0,19.0,52.0,34,99.737,99.782,98.314
21,TSU,AlphaTauri,HARD,2.0,17.0,52.0,35,99.876,99.782,98.98
22,SAI,Ferrari,HARD,2.0,19.0,53.0,34,99.891,99.768,98.931
23,LAT,Williams,HARD,2.0,20.0,52.0,33,100.062,100.102,98.313
24,LEC,Ferrari,HARD,2.0,16.0,37.0,21,100.239,100.061,99.038
25,MAZ,Haas F1 Team,MEDIUM,2.0,33.0,52.0,20,100.275,100.072,99.317
26,MSC,Haas F1 Team,HARD,2.0,17.0,52.0,35,100.375,100.204,98.847
27,VET,Aston Martin,HARD,1.0,3.0,36.0,33,100.445,100.476,99.398
28,NOR,McLaren,MEDIUM,1.0,3.0,23.0,20,100.569,100.522,99.869
29,STR,Aston Martin,HARD,1.0,4.0,33.0,30,100.705,100.638,99.699
30,RIC,McLaren,MEDIUM,1.0,3.0,14.0,12,100.744,100.749,100.424
31,GAS,AlphaTauri,MEDIUM,1.0,3.0,16.0,13,100.861,101.002,100.032
32,SAI,Ferrari,MEDIUM,1.0,2.0,16.0,14,100.897,100.919,99.836
33,LEC,Ferrari,MEDIUM,1.0,2.0,13.0,12,100.906,100.962,100.017
34,TSU,AlphaTauri,MEDIUM,1.0,4.0,14.0,11,101.129,101.06,100.577
35,ALO,Alpine,MEDIUM,1.0,2.0,17.0,14,101.143,101.026,100.544
36,OCO,Alpine,HARD,1.0,3.0,26.0,24,101.246,101.077,100.536
37,GIO,Alfa Romeo Racing,HARD,1.0,3.0,27.0,24,101.298,101.28,100.7
38,RAI,Alfa Romeo Racing,HARD,1.0,3.0,32.0,29,101.354,101.244,100.594
39,RUS,Williams,MEDIUM,1.0,4.0,16.0,13,101.377,101.407,100.49
40,LAT,Williams,MEDIUM,1.0,3.0,17.0,14,101.525,101.457,100.615
41,MAZ,Haas F1 Team,HARD,1.0,3.0,30.0,27,102.025,101.893,101.268
42,MSC,Haas F1 Team,MEDIUM,1.0,2.0,14.0,12,102.256,102.239,101.098
