pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,38,108.874,108.535,107.758,0.783,0.0
2,BOT,Mercedes,77,38,109.1,108.837,107.983,0.787,0.226
3,VER,Red Bull Racing,33,38,109.343,108.95,108.305,0.789,0.469
4,RIC,Renault,3,38,109.575,109.08,107.483,1.109,0.701
5,PER,Racing Point,11,36,110.231,109.761,108.389,1.349,1.357
6,OCO,Renault,31,38,110.17,110.11,108.54,1.012,1.296
7,ALB,Red Bull Racing,23,38,110.255,110.179,108.736,0.958,1.381
8,NOR,McLaren,4,38,110.42,110.27,108.552,1.317,1.546
9,GAS,AlphaTauri,10,36,110.037,110.328,107.839,1.464,1.163
10,STR,Racing Point,18,38,110.568,110.428,109.136,0.965,1.694
11,LEC,Ferrari,16,35,110.726,110.653,107.84,1.391,1.852
12,RAI,Alfa Romeo Racing,7,37,111.127,110.695,109.822,0.931,2.253
13,VET,Ferrari,5,38,111.247,110.789,109.958,0.969,2.373
14,KVY,AlphaTauri,26,38,111.115,110.893,109.832,1.04,2.241
15,GRO,Haas F1 Team,8,38,111.375,111.077,110.018,1.069,2.501
16,MAG,Haas F1 Team,20,37,111.529,111.086,108.083,2.426,2.655
17,LAT,Williams,6,37,111.47,111.143,108.048,2.843,2.596
18,RUS,Williams,63,8,112.782,112.644,111.754,0.777,3.908
19,GIO,Alfa Romeo Racing,99,8,112.676,112.662,111.793,0.636,3.802
