pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,39,94.44,92.974,90.734,5.017,0.0
2,VER,Red Bull Racing,33,40,95.487,93.258,91.488,6.849,1.047
3,BOT,Mercedes,77,40,95.957,93.612,91.408,7.024,1.517
4,OCO,Alpine,31,40,96.445,93.794,91.797,6.705,2.005
5,LEC,Ferrari,16,40,96.421,93.97,91.601,7.429,1.981
6,GIO,Alfa Romeo Racing,99,41,98.018,94.318,92.865,8.345,3.578
7,GAS,AlphaTauri,10,41,97.489,94.34,92.297,8.003,3.049
8,RIC,McLaren,3,40,96.724,94.357,92.716,6.621,2.284
9,PER,Red Bull Racing,11,8,94.559,94.441,94.138,0.432,0.119
10,SAI,Ferrari,55,41,97.605,94.493,91.851,8.642,3.165
11,TSU,AlphaTauri,22,39,98.059,94.744,92.506,9.213,3.619
12,STR,Aston Martin,18,40,98.724,94.943,92.804,8.807,4.284
13,NOR,McLaren,4,40,97.039,95.254,91.914,7.517,2.599
14,LAT,Williams,6,40,98.361,95.449,92.751,7.494,3.921
15,RAI,Alfa Romeo Racing,7,39,99.382,95.53,92.778,9.454,4.942
16,ALO,Alpine,14,38,99.271,95.602,91.633,8.954,4.831
17,VET,Aston Martin,5,35,101.058,95.685,94.03,10.374,6.618
18,MSC,Haas F1 Team,47,7,97.311,96.922,96.043,1.401,2.871
19,RUS,Williams,63,8,98.362,97.096,96.13,3.612,3.922
20,MAZ,Haas F1 Team,9,10,102.722,98.185,97.043,8.539,8.282
