year,round,event_id,event_name,driver,driver_number,driver_name,team,position,q1,q2,q3
2010,8,2010-montreal,Canadian Grand Prix,MSC,3,Michael Schumacher,Mercedes,13,0 days 00:01:16.598000,0 days 00:01:16.492000,
2010,8,2010-montreal,Canadian Grand Prix,PET,12,Vitaly Petrov,Renault,14,0 days 00:01:16.569000,0 days 00:01:16.844000,
2010,8,2010-montreal,Canadian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,15,0 days 00:01:17.356000,0 days 00:01:16.928000,
2010,8,2010-montreal,Canadian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,16,0 days 00:01:17.027000,0 days 00:01:17.029000,
2010,8,2010-montreal,Canadian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,17,0 days 00:01:17.611000,0 days 00:01:17.384000,
2010,8,2010-montreal,Canadian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,18,0 days 00:01:18.019000,,
2010,8,2010-montreal,Canadian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,19,0 days 00:01:18.237000,,
2010,8,2010-montreal,Canadian Grand Prix,TRU,18,Jarno Trulli,Lotus,20,0 days 00:01:18.698000,,
2010,8,2010-montreal,Canadian Grand Prix,GLO,24,Timo Glock,Virgin,21,0 days 00:01:18.941000,,
2010,8,2010-montreal,Canadian Grand Prix,SEN,21,Bruno Senna,HRT,22,0 days 00:01:19.484000,,
2010,8,2010-montreal,Canadian Grand Prix,DIG,25,Lucas di Grassi,Virgin,23,0 days 00:01:19.675000,,
2010,8,2010-montreal,Canadian Grand Prix,CHA,20,Karun Chandhok,HRT,24,0 days 00:01:27.757000,,
2010,9,2010-valencia,European Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:38.324000,0 days 00:01:38.015000,0 days 00:01:37.587000
2010,9,2010-valencia,European Grand Prix,WEB,6,Mark Webber,Red Bull,2,0 days 00:01:38.549000,0 days 00:01:38.041000,0 days 00:01:37.662000
2010,9,2010-valencia,European Grand Prix,HAM,2,Lewis Hamilton,McLaren,3,0 days 00:01:38.697000,0 days 00:01:38.158000,0 days 00:01:37.969000
2010,9,2010-valencia,European Grand Prix,ALO,8,Fernando Alonso,Ferrari,4,0 days 00:01:38.472000,0 days 00:01:38.179000,0 days 00:01:38.075000
2010,9,2010-valencia,European Grand Prix,MAS,7,Felipe Massa,Ferrari,5,0 days 00:01:38.657000,0 days 00:01:38.046000,0 days 00:01:38.127000
2010,9,2010-valencia,European Grand Prix,KUB,11,Robert Kubica,Renault,6,0 days 00:01:38.132000,0 days 00:01:38.062000,0 days 00:01:38.137000
2010,9,2010-valencia,European Grand Prix,BUT,1,Jenson Button,McLaren,7,0 days 00:01:38.360000,0 days 00:01:38.399000,0 days 00:01:38.210000
2010,9,2010-valencia,European Grand Prix,HUL,10,Nico Hülkenberg,Williams,8,0 days 00:01:38.843000,0 days 00:01:38.523000,0 days 00:01:38.428000
2010,9,2010-valencia,European Grand Prix,BAR,9,Rubens Barrichello,Williams,9,0 days 00:01:38.449000,0 days 00:01:38.326000,0 days 00:01:38.428000
2010,9,2010-valencia,European Grand Prix,PET,12,Vitaly Petrov,Renault,10,0 days 00:01:39.004000,0 days 00:01:38.552000,0 days 00:01:38.523000
2010,9,2010-valencia,European Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,11,0 days 00:01:39.096000,0 days 00:01:38.586000,
2010,9,2010-valencia,European Grand Prix,ROS,4,Nico Rosberg,Mercedes,12,0 days 00:01:38.752000,0 days 00:01:38.627000,
2010,9,2010-valencia,European Grand Prix,SUT,14,Adrian Sutil,Force India,13,0 days 00:01:39.021000,0 days 00:01:38.851000,
2010,9,2010-valencia,European Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,14,0 days 00:01:38.969000,0 days 00:01:38.884000,
2010,9,2010-valencia,European Grand Prix,MSC,3,Michael Schumacher,Mercedes,15,0 days 00:01:38.994000,0 days 00:01:39.234000,
2010,9,2010-valencia,European Grand Prix,DLR,22,Pedro de la Rosa,Sauber,16,0 days 00:01:39.003000,0 days 00:01:39.264000,
2010,9,2010-valencia,European Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,17,0 days 00:01:39.128000,0 days 00:01:39.458000,
2010,9,2010-valencia,European Grand Prix,KOB,23,Kamui Kobayashi,Sauber,18,0 days 00:01:39.343000,,
2010,9,2010-valencia,European Grand Prix,TRU,18,Jarno Trulli,Lotus,19,0 days 00:01:40.658000,,
2010,9,2010-valencia,European Grand Prix,KOV,19,Heikki Kovalainen,Lotus,20,0 days 00:01:40.882000,,
2010,9,2010-valencia,European Grand Prix,DIG,25,Lucas di Grassi,Virgin,21,0 days 00:01:42.086000,,
2010,9,2010-valencia,European Grand Prix,GLO,24,Timo Glock,Virgin,22,0 days 00:01:42.140000,,
2010,9,2010-valencia,European Grand Prix,CHA,20,Karun Chandhok,HRT,23,0 days 00:01:42.600000,,
2010,9,2010-valencia,European Grand Prix,SEN,21,Bruno Senna,HRT,24,0 days 00:01:42.851000,,
2010,10,2010-silverstone,British Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:30.841000,0 days 00:01:30.480000,0 days 00:01:29.615000
2010,10,2010-silverstone,British Grand Prix,WEB,6,Mark Webber,Red Bull,2,0 days 00:01:30.858000,0 days 00:01:30.114000,0 days 00:01:29.758000
2010,10,2010-silverstone,British Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,0 days 00:01:30.997000,0 days 00:01:30.700000,0 days 00:01:30.426000
2010,10,2010-silverstone,British Grand Prix,HAM,2,Lewis Hamilton,McLaren,4,0 days 00:01:31.297000,0 days 00:01:31.118000,0 days 00:01:30.556000
2010,10,2010-silverstone,British Grand Prix,ROS,4,Nico Rosberg,Mercedes,5,0 days 00:01:31.626000,0 days 00:01:31.085000,0 days 00:01:30.625000
2010,10,2010-silverstone,British Grand Prix,KUB,11,Robert Kubica,Renault,6,0 days 00:01:31.680000,0 days 00:01:31.344000,0 days 00:01:31.040000
2010,10,2010-silverstone,British Grand Prix,MAS,7,Felipe Massa,Ferrari,7,0 days 00:01:31.313000,0 days 00:01:31.010000,0 days 00:01:31.172000
2010,10,2010-silverstone,British Grand Prix,BAR,9,Rubens Barrichello,Williams,8,0 days 00:01:31.424000,0 days 00:01:31.126000,0 days 00:01:31.175000
2010,10,2010-silverstone,British Grand Prix,DLR,22,Pedro de la Rosa,Sauber,9,0 days 00:01:31.533000,0 days 00:01:31.327000,0 days 00:01:31.274000
2010,10,2010-silverstone,British Grand Prix,MSC,3,Michael Schumacher,Mercedes,10,0 days 00:01:32.058000,0 days 00:01:31.022000,0 days 00:01:31.430000
2010,10,2010-silverstone,British Grand Prix,SUT,14,Adrian Sutil,Force India,11,0 days 00:01:31.109000,0 days 00:01:31.399000,
2010,10,2010-silverstone,British Grand Prix,KOB,23,Kamui Kobayashi,Sauber,12,0 days 00:01:31.851000,0 days 00:01:31.421000,
2010,10,2010-silverstone,British Grand Prix,HUL,10,Nico Hülkenberg,Williams,13,0 days 00:01:32.144000,0 days 00:01:31.635000,
2010,10,2010-silverstone,British Grand Prix,BUT,1,Jenson Button,McLaren,14,0 days 00:01:31.435000,0 days 00:01:31.699000,
2010,10,2010-silverstone,British Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,15,0 days 00:01:32.226000,0 days 00:01:31.708000,
2010,10,2010-silverstone,British Grand Prix,PET,12,Vitaly Petrov,Renault,16,0 days 00:01:31.638000,0 days 00:01:31.796000,
2010,10,2010-silverstone,British Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,17,0 days 00:01:31.901000,0 days 00:01:32.012000,
2010,10,2010-silverstone,British Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,18,0 days 00:01:32.430000,,
2010,10,2010-silverstone,British Grand Prix,KOV,19,Heikki Kovalainen,Lotus,19,0 days 00:01:34.405000,,
2010,10,2010-silverstone,British Grand Prix,GLO,24,Timo Glock,Virgin,20,0 days 00:01:34.775000,,
2010,10,2010-silverstone,British Grand Prix,TRU,18,Jarno Trulli,Lotus,21,0 days 00:01:34.864000,,
2010,10,2010-silverstone,British Grand Prix,DIG,25,Lucas di Grassi,Virgin,22,0 days 00:01:35.212000,,
2010,10,2010-silverstone,British Grand Prix,CHA,20,Karun Chandhok,HRT,23,0 days 00:01:36.576000,,
2010,10,2010-silverstone,British Grand Prix,YAM,21,Sakon Yamamoto,HRT,24,0 days 00:01:36.968000,,
2010,11,2010-hockenheim,German Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:15.152000,0 days 00:01:14.249000,0 days 00:01:13.791000
2010,11,2010-hockenheim,German Grand Prix,ALO,8,Fernando Alonso,Ferrari,2,0 days 00:01:14.808000,0 days 00:01:14.081000,0 days 00:01:13.793000
2010,11,2010-hockenheim,German Grand Prix,MAS,7,Felipe Massa,Ferrari,3,0 days 00:01:15.216000,0 days 00:01:14.478000,0 days 00:01:14.290000
2010,11,2010-hockenheim,German Grand Prix,WEB,6,Mark Webber,Red Bull,4,0 days 00:01:15.334000,0 days 00:01:14.340000,0 days 00:01:14.347000
2010,11,2010-hockenheim,German Grand Prix,BUT,1,Jenson Button,McLaren,5,0 days 00:01:15.823000,0 days 00:01:14.716000,0 days 00:01:14.427000
2010,11,2010-hockenheim,German Grand Prix,HAM,2,Lewis Hamilton,McLaren,6,0 days 00:01:15.505000,0 days 00:01:14.488000,0 days 00:01:14.566000
2010,11,2010-hockenheim,German Grand Prix,KUB,11,Robert Kubica,Renault,7,0 days 00:01:15.736000,0 days 00:01:14.835000,0 days 00:01:15.079000
2010,11,2010-hockenheim,German Grand Prix,BAR,9,Rubens Barrichello,Williams,8,0 days 00:01:16.398000,0 days 00:01:14.698000,0 days 00:01:15.109000
2010,11,2010-hockenheim,German Grand Prix,ROS,4,Nico Rosberg,Mercedes,9,0 days 00:01:16.178000,0 days 00:01:15.018000,0 days 00:01:15.179000
2010,11,2010-hockenheim,German Grand Prix,HUL,10,Nico Hülkenberg,Williams,10,0 days 00:01:16.387000,0 days 00:01:14.943000,0 days 00:01:15.339000
2010,11,2010-hockenheim,German Grand Prix,MSC,3,Michael Schumacher,Mercedes,11,0 days 00:01:16.084000,0 days 00:01:15.026000,
2010,11,2010-hockenheim,German Grand Prix,KOB,23,Kamui Kobayashi,Sauber,12,0 days 00:01:15.951000,0 days 00:01:15.084000,
2010,11,2010-hockenheim,German Grand Prix,PET,12,Vitaly Petrov,Renault,13,0 days 00:01:16.521000,0 days 00:01:15.307000,
2010,11,2010-hockenheim,German Grand Prix,SUT,14,Adrian Sutil,Force India,14,0 days 00:01:16.220000,0 days 00:01:15.467000,
2010,11,2010-hockenheim,German Grand Prix,DLR,22,Pedro de la Rosa,Sauber,15,0 days 00:01:16.450000,0 days 00:01:15.550000,
2010,11,2010-hockenheim,German Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,16,0 days 00:01:16.664000,0 days 00:01:15.588000,
2010,11,2010-hockenheim,German Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,17,0 days 00:01:16.029000,0 days 00:01:15.974000,
2010,11,2010-hockenheim,German Grand Prix,TRU,18,Jarno Trulli,Lotus,18,0 days 00:01:17.583000,,
2010,11,2010-hockenheim,German Grand Prix,KOV,19,Heikki Kovalainen,Lotus,19,0 days 00:01:18.300000,,
2010,11,2010-hockenheim,German Grand Prix,GLO,24,Timo Glock,Virgin,20,0 days 00:01:18.343000,,
2010,11,2010-hockenheim,German Grand Prix,SEN,21,Bruno Senna,HRT,21,0 days 00:01:18.592000,,
2010,11,2010-hockenheim,German Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,22,0 days 00:01:18.952000,,
2010,11,2010-hockenheim,German Grand Prix,YAM,20,Sakon Yamamoto,HRT,23,0 days 00:01:19.844000,,
2010,11,2010-hockenheim,German Grand Prix,DIG,25,Lucas di Grassi,Virgin,24,,,
2010,12,2010-budapest,Hungarian Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:20.417000,0 days 00:01:19.573000,0 days 00:01:18.773000
2010,12,2010-budapest,Hungarian Grand Prix,WEB,6,Mark Webber,Red Bull,2,0 days 00:01:21.132000,0 days 00:01:19.531000,0 days 00:01:19.184000
2010,12,2010-budapest,Hungarian Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,0 days 00:01:21.278000,0 days 00:01:20.237000,0 days 00:01:19.987000
2010,12,2010-budapest,Hungarian Grand Prix,MAS,7,Felipe Massa,Ferrari,4,0 days 00:01:21.299000,0 days 00:01:20.857000,0 days 00:01:20.331000
2010,12,2010-budapest,Hungarian Grand Prix,HAM,2,Lewis Hamilton,McLaren,5,0 days 00:01:21.455000,0 days 00:01:20.877000,0 days 00:01:20.499000
2010,12,2010-budapest,Hungarian Grand Prix,ROS,4,Nico Rosberg,Mercedes,6,0 days 00:01:21.212000,0 days 00:01:20.811000,0 days 00:01:21.082000
2010,12,2010-budapest,Hungarian Grand Prix,PET,12,Vitaly Petrov,Renault,7,0 days 00:01:21.558000,0 days 00:01:20.797000,0 days 00:01:21.229000
2010,12,2010-budapest,Hungarian Grand Prix,KUB,11,Robert Kubica,Renault,8,0 days 00:01:21.159000,0 days 00:01:20.867000,0 days 00:01:21.328000
2010,12,2010-budapest,Hungarian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,9,0 days 00:01:21.891000,0 days 00:01:21.273000,0 days 00:01:21.411000
2010,12,2010-budapest,Hungarian Grand Prix,HUL,10,Nico Hülkenberg,Williams,10,0 days 00:01:21.598000,0 days 00:01:21.275000,0 days 00:01:21.710000
2010,12,2010-budapest,Hungarian Grand Prix,BUT,1,Jenson Button,McLaren,11,0 days 00:01:21.422000,0 days 00:01:21.292000,
2010,12,2010-budapest,Hungarian Grand Prix,BAR,9,Rubens Barrichello,Williams,12,0 days 00:01:21.478000,0 days 00:01:21.331000,
2010,12,2010-budapest,Hungarian Grand Prix,SUT,14,Adrian Sutil,Force India,13,0 days 00:01:22.080000,0 days 00:01:21.517000,
2010,12,2010-budapest,Hungarian Grand Prix,MSC,3,Michael Schumacher,Mercedes,14,0 days 00:01:21.840000,0 days 00:01:21.630000,
2010,12,2010-budapest,Hungarian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,15,0 days 00:01:21.982000,0 days 00:01:21.897000,
2010,12,2010-budapest,Hungarian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,16,0 days 00:01:21.789000,0 days 00:01:21.927000,
2010,12,2010-budapest,Hungarian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,17,0 days 00:01:21.978000,0 days 00:01:21.998000,
2010,12,2010-budapest,Hungarian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,18,0 days 00:01:22.222000,,
2010,12,2010-budapest,Hungarian Grand Prix,GLO,24,Timo Glock,Virgin,19,0 days 00:01:24.050000,,
2010,12,2010-budapest,Hungarian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,20,0 days 00:01:24.120000,,
2010,12,2010-budapest,Hungarian Grand Prix,TRU,18,Jarno Trulli,Lotus,21,0 days 00:01:24.199000,,
2010,12,2010-budapest,Hungarian Grand Prix,DIG,25,Lucas di Grassi,Virgin,22,0 days 00:01:25.118000,,
2010,12,2010-budapest,Hungarian Grand Prix,SEN,21,Bruno Senna,HRT,23,0 days 00:01:26.391000,,
2010,12,2010-budapest,Hungarian Grand Prix,YAM,20,Sakon Yamamoto,HRT,24,0 days 00:01:26.453000,,
2010,13,2010-spa,Belgian Grand Prix,WEB,6,Mark Webber,Red Bull,1,0 days 00:01:57.352000,0 days 00:01:47.253000,0 days 00:01:45.778000
2010,13,2010-spa,Belgian Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,0 days 00:01:56.706000,0 days 00:01:46.211000,0 days 00:01:45.863000
2010,13,2010-spa,Belgian Grand Prix,KUB,11,Robert Kubica,Renault,3,0 days 00:01:56.041000,0 days 00:01:47.320000,0 days 00:01:46.100000
2010,13,2010-spa,Belgian Grand Prix,VET,5,Sebastian Vettel,Red Bull,4,0 days 00:01:58.487000,0 days 00:01:47.245000,0 days 00:01:46.127000
2010,13,2010-spa,Belgian Grand Prix,BUT,1,Jenson Button,McLaren,5,0 days 00:01:57.981000,0 days 00:01:46.790000,0 days 00:01:46.206000
2010,13,2010-spa,Belgian Grand Prix,MAS,7,Felipe Massa,Ferrari,6,0 days 00:01:58.323000,0 days 00:01:47.322000,0 days 00:01:46.314000
2010,13,2010-spa,Belgian Grand Prix,BAR,9,Rubens Barrichello,Williams,7,0 days 00:01:55.757000,0 days 00:01:47.797000,0 days 00:01:46.602000
2010,13,2010-spa,Belgian Grand Prix,SUT,14,Adrian Sutil,Force India,8,0 days 00:01:58.730000,0 days 00:01:47.292000,0 days 00:01:46.659000
2010,13,2010-spa,Belgian Grand Prix,HUL,10,Nico Hülkenberg,Williams,9,0 days 00:01:55.442000,0 days 00:01:47.821000,0 days 00:01:47.053000
2010,13,2010-spa,Belgian Grand Prix,ALO,8,Fernando Alonso,Ferrari,10,0 days 00:01:57.023000,0 days 00:01:47.544000,0 days 00:01:47.441000
2010,13,2010-spa,Belgian Grand Prix,MSC,3,Michael Schumacher,Mercedes,11,0 days 00:01:56.313000,0 days 00:01:47.874000,
2010,13,2010-spa,Belgian Grand Prix,ROS,4,Nico Rosberg,Mercedes,12,0 days 00:01:54.826000,0 days 00:01:47.885000,
2010,13,2010-spa,Belgian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,13,0 days 00:01:58.944000,0 days 00:01:48.267000,
2010,13,2010-spa,Belgian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,14,0 days 00:02:01.102000,0 days 00:01:48.680000,
2010,13,2010-spa,Belgian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,15,0 days 00:02:00.386000,0 days 00:01:49.209000,
2010,13,2010-spa,Belgian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,16,0 days 00:02:01.343000,0 days 00:01:50.980000,
2010,13,2010-spa,Belgian Grand Prix,GLO,24,Timo Glock,Virgin,17,0 days 00:02:01.316000,0 days 00:01:52.049000,
2010,13,2010-spa,Belgian Grand Prix,TRU,18,Jarno Trulli,Lotus,18,0 days 00:02:01.491000,,
2010,13,2010-spa,Belgian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,19,0 days 00:02:02.284000,,
2010,13,2010-spa,Belgian Grand Prix,SEN,21,Bruno Senna,HRT,20,0 days 00:02:03.612000,,
2010,13,2010-spa,Belgian Grand Prix,YAM,20,Sakon Yamamoto,HRT,21,0 days 00:02:03.941000,,
2010,13,2010-spa,Belgian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,22,0 days 00:02:05.294000,,
2010,13,2010-spa,Belgian Grand Prix,DIG,25,Lucas di Grassi,Virgin,23,0 days 00:02:18.754000,,
2010,13,2010-spa,Belgian Grand Prix,PET,12,Vitaly Petrov,Renault,24,,,
2010,14,2010-monza,Italian Grand Prix,ALO,8,Fernando Alonso,Ferrari,1,0 days 00:01:22.646000,0 days 00:01:22.297000,0 days 00:01:21.962000
2010,14,2010-monza,Italian Grand Prix,BUT,1,Jenson Button,McLaren,2,0 days 00:01:23.085000,0 days 00:01:22.354000,0 days 00:01:22.084000
2010,14,2010-monza,Italian Grand Prix,MAS,7,Felipe Massa,Ferrari,3,0 days 00:01:22.421000,0 days 00:01:22.610000,0 days 00:01:22.293000
2010,14,2010-monza,Italian Grand Prix,WEB,6,Mark Webber,Red Bull,4,0 days 00:01:23.431000,0 days 00:01:22.706000,0 days 00:01:22.433000
2010,14,2010-monza,Italian Grand Prix,HAM,2,Lewis Hamilton,McLaren,5,0 days 00:01:22.830000,0 days 00:01:22.394000,0 days 00:01:22.623000
2010,14,2010-monza,Italian Grand Prix,VET,5,Sebastian Vettel,Red Bull,6,0 days 00:01:23.235000,0 days 00:01:22.701000,0 days 00:01:22.675000
2010,14,2010-monza,Italian Grand Prix,ROS,4,Nico Rosberg,Mercedes,7,0 days 00:01:23.529000,0 days 00:01:23.055000,0 days 00:01:23.027000
2010,14,2010-monza,Italian Grand Prix,HUL,10,Nico Hülkenberg,Williams,8,0 days 00:01:23.516000,0 days 00:01:22.989000,0 days 00:01:23.037000
2010,14,2010-monza,Italian Grand Prix,KUB,11,Robert Kubica,Renault,9,0 days 00:01:23.234000,0 days 00:01:22.880000,0 days 00:01:23.039000
2010,14,2010-monza,Italian Grand Prix,BAR,9,Rubens Barrichello,Williams,10,0 days 00:01:23.695000,0 days 00:01:23.142000,0 days 00:01:23.328000
2010,14,2010-monza,Italian Grand Prix,SUT,14,Adrian Sutil,Force India,11,0 days 00:01:23.493000,0 days 00:01:23.199000,
2010,14,2010-monza,Italian Grand Prix,MSC,3,Michael Schumacher,Mercedes,12,0 days 00:01:23.840000,0 days 00:01:23.388000,
2010,14,2010-monza,Italian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,13,0 days 00:01:24.273000,0 days 00:01:23.659000,
2010,14,2010-monza,Italian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,14,0 days 00:01:23.744000,0 days 00:01:23.681000,
2010,14,2010-monza,Italian Grand Prix,PET,12,Vitaly Petrov,Renault,15,0 days 00:01:24.086000,0 days 00:01:23.819000,
2010,14,2010-monza,Italian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,16,0 days 00:01:24.083000,0 days 00:01:23.919000,
2010,14,2010-monza,Italian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,17,0 days 00:01:24.442000,0 days 00:01:24.044000,
2010,14,2010-monza,Italian Grand Prix,TRU,18,Jarno Trulli,Lotus,18,0 days 00:01:25.540000,,
2010,14,2010-monza,Italian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,19,0 days 00:01:25.742000,,
2010,14,2010-monza,Italian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,20,0 days 00:01:25.774000,,
2010,14,2010-monza,Italian Grand Prix,GLO,24,Timo Glock,Virgin,21,0 days 00:01:25.934000,,
2010,14,2010-monza,Italian Grand Prix,DIG,25,Lucas di Grassi,Virgin,22,0 days 00:01:25.974000,,
2010,14,2010-monza,Italian Grand Prix,SEN,21,Bruno Senna,HRT,23,0 days 00:01:26.847000,,
2010,14,2010-monza,Italian Grand Prix,YAM,20,Sakon Yamamoto,HRT,24,0 days 00:01:27.020000,,
2010,15,2010-marina-bay,Singapore Grand Prix,ALO,8,Fernando Alonso,Ferrari,1,0 days 00:01:46.541000,0 days 00:01:45.809000,0 days 00:01:45.390000
2010,15,2010-marina-bay,Singapore Grand Prix,VET,5,Sebastian Vettel,Red Bull,2,0 days 00:01:46.960000,0 days 00:01:45.561000,0 days 00:01:45.457000
2010,15,2010-marina-bay,Singapore Grand Prix,HAM,2,Lewis Hamilton,McLaren,3,0 days 00:01:48.296000,0 days 00:01:46.042000,0 days 00:01:45.571000
2010,15,2010-marina-bay,Singapore Grand Prix,BUT,1,Jenson Button,McLaren,4,0 days 00:01:48.032000,0 days 00:01:46.490000,0 days 00:01:45.944000
2010,15,2010-marina-bay,Singapore Grand Prix,WEB,6,Mark Webber,Red Bull,5,0 days 00:01:47.088000,0 days 00:01:45.908000,0 days 00:01:45.977000
2010,15,2010-marina-bay,Singapore Grand Prix,BAR,9,Rubens Barrichello,Williams,6,0 days 00:01:48.183000,0 days 00:01:47.019000,0 days 00:01:46.236000
2010,15,2010-marina-bay,Singapore Grand Prix,ROS,4,Nico Rosberg,Mercedes,7,0 days 00:01:48.554000,0 days 00:01:46.783000,0 days 00:01:46.443000
2010,15,2010-marina-bay,Singapore Grand Prix,KUB,11,Robert Kubica,Renault,8,0 days 00:01:47.657000,0 days 00:01:46.949000,0 days 00:01:46.593000
2010,15,2010-marina-bay,Singapore Grand Prix,MSC,3,Michael Schumacher,Mercedes,9,0 days 00:01:48.425000,0 days 00:01:47.160000,0 days 00:01:46.702000
2010,15,2010-marina-bay,Singapore Grand Prix,KOB,23,Kamui Kobayashi,Sauber,10,0 days 00:01:48.908000,0 days 00:01:47.559000,0 days 00:01:47.884000
2010,15,2010-marina-bay,Singapore Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,11,0 days 00:01:48.127000,0 days 00:01:47.666000,
2010,15,2010-marina-bay,Singapore Grand Prix,HUL,10,Nico Hülkenberg,Williams,12,0 days 00:01:47.984000,0 days 00:01:47.674000,
2010,15,2010-marina-bay,Singapore Grand Prix,PET,12,Vitaly Petrov,Renault,13,0 days 00:01:48.906000,0 days 00:01:48.165000,
2010,15,2010-marina-bay,Singapore Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,14,0 days 00:01:49.063000,0 days 00:01:48.502000,
2010,15,2010-marina-bay,Singapore Grand Prix,HEI,22,Nick Heidfeld,Sauber,15,0 days 00:01:48.696000,0 days 00:01:48.557000,
2010,15,2010-marina-bay,Singapore Grand Prix,SUT,14,Adrian Sutil,Force India,16,0 days 00:01:48.496000,0 days 00:01:48.899000,
2010,15,2010-marina-bay,Singapore Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,17,0 days 00:01:48.988000,0 days 00:01:48.961000,
2010,15,2010-marina-bay,Singapore Grand Prix,GLO,24,Timo Glock,Virgin,18,0 days 00:01:50.271000,,
2010,15,2010-marina-bay,Singapore Grand Prix,KOV,19,Heikki Kovalainen,Lotus,19,0 days 00:01:50.915000,,
2010,15,2010-marina-bay,Singapore Grand Prix,DIG,25,Lucas di Grassi,Virgin,20,0 days 00:01:51.107000,,
2010,15,2010-marina-bay,Singapore Grand Prix,TRU,18,Jarno Trulli,Lotus,21,0 days 00:01:51.641000,,
2010,15,2010-marina-bay,Singapore Grand Prix,KLI,20,Christian Klien,HRT,22,0 days 00:01:52.946000,,
2010,15,2010-marina-bay,Singapore Grand Prix,SEN,21,Bruno Senna,HRT,23,0 days 00:01:54.174000,,
2010,15,2010-marina-bay,Singapore Grand Prix,MAS,7,Felipe Massa,Ferrari,24,,,
2010,16,2010-suzuka,Japanese Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,0 days 00:01:32.035000,0 days 00:01:31.184000,0 days 00:01:30.785000
2010,16,2010-suzuka,Japanese Grand Prix,WEB,6,Mark Webber,Red Bull,2,0 days 00:01:32.476000,0 days 00:01:31.241000,0 days 00:01:30.853000
2010,16,2010-suzuka,Japanese Grand Prix,HAM,2,Lewis Hamilton,McLaren,3,0 days 00:01:32.809000,0 days 00:01:31.523000,0 days 00:01:31.169000
2010,16,2010-suzuka,Japanese Grand Prix,KUB,11,Robert Kubica,Renault,4,0 days 00:01:32.808000,0 days 00:01:32.042000,0 days 00:01:31.231000
2010,16,2010-suzuka,Japanese Grand Prix,ALO,8,Fernando Alonso,Ferrari,5,0 days 00:01:32.555000,0 days 00:01:31.819000,0 days 00:01:31.352000
2010,16,2010-suzuka,Japanese Grand Prix,BUT,1,Jenson Button,McLaren,6,0 days 00:01:32.636000,0 days 00:01:31.763000,0 days 00:01:31.378000
2010,16,2010-suzuka,Japanese Grand Prix,ROS,4,Nico Rosberg,Mercedes,7,0 days 00:01:32.238000,0 days 00:01:31.886000,0 days 00:01:31.494000
2010,16,2010-suzuka,Japanese Grand Prix,BAR,9,Rubens Barrichello,Williams,8,0 days 00:01:32.361000,0 days 00:01:31.874000,0 days 00:01:31.535000
2010,16,2010-suzuka,Japanese Grand Prix,HUL,10,Nico Hülkenberg,Williams,9,0 days 00:01:32.211000,0 days 00:01:31.926000,0 days 00:01:31.559000
2010,16,2010-suzuka,Japanese Grand Prix,MSC,3,Michael Schumacher,Mercedes,10,0 days 00:01:32.513000,0 days 00:01:32.073000,0 days 00:01:31.846000
