year,round,event_id,event_name,driver,driver_number,driver_name,team,classified_position,position,grid_position,status,points,laps,time
2010,9,2010-valencia,European Grand Prix,ROS,4,Nico Rosberg,Mercedes,10,10,12,Finished,1.0,57,0 days 00:00:44.382000
2010,9,2010-valencia,European Grand Prix,MAS,7,Felipe Massa,Ferrari,11,11,5,Finished,0.0,57,0 days 00:00:46.621000
2010,9,2010-valencia,European Grand Prix,DLR,22,Pedro de la Rosa,Sauber,12,12,16,Finished,0.0,57,0 days 00:00:47.414000
2010,9,2010-valencia,European Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,13,13,17,Finished,0.0,57,0 days 00:00:48.239000
2010,9,2010-valencia,European Grand Prix,PET,12,Vitaly Petrov,Renault,14,14,10,Finished,0.0,57,0 days 00:00:48.287000
2010,9,2010-valencia,European Grand Prix,MSC,3,Michael Schumacher,Mercedes,15,15,15,Finished,0.0,57,0 days 00:00:48.826000
2010,9,2010-valencia,European Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,16,16,14,Finished,0.0,57,0 days 00:00:50.890000
2010,9,2010-valencia,European Grand Prix,DIG,25,Lucas di Grassi,Virgin,17,17,21,+1 Lap,0.0,56,
2010,9,2010-valencia,European Grand Prix,CHA,20,Karun Chandhok,HRT,18,18,23,+2 Laps,0.0,55,
2010,9,2010-valencia,European Grand Prix,GLO,24,Timo Glock,Virgin,19,19,22,+2 Laps,0.0,55,
2010,9,2010-valencia,European Grand Prix,SEN,21,Bruno Senna,HRT,20,20,24,+2 Laps,0.0,55,
2010,9,2010-valencia,European Grand Prix,TRU,18,Jarno Trulli,Lotus,21,21,19,+4 Laps,0.0,53,
2010,9,2010-valencia,European Grand Prix,HUL,10,Nico Hülkenberg,Williams,R,22,8,Exhaust,0.0,49,
2010,9,2010-valencia,European Grand Prix,KOV,19,Heikki Kovalainen,Lotus,R,23,20,Collision,0.0,8,
2010,9,2010-valencia,European Grand Prix,WEB,6,Mark Webber,Red Bull,R,24,2,Collision,0.0,8,
2010,10,2010-silverstone,British Grand Prix,WEB,6,Mark Webber,Red Bull,1,1,2,Finished,25.0,52,0 days 01:24:38.200000
2010,10,2010-silverstone,British Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,2,4,Finished,18.0,52,0 days 00:00:01.360000
2010,10,2010-silverstone,British Grand Prix,ROS,4,Nico Rosberg,Mercedes,3,3,5,Finished,15.0,52,0 days 00:00:21.307000
2010,10,2010-silverstone,British Grand Prix,BUT,1,Jenson Button,McLaren,4,4,14,Finished,12.0,52,0 days 00:00:21.986000
2010,10,2010-silverstone,British Grand Prix,BAR,9,Rubens Barrichello,Williams,5,5,8,Finished,10.0,52,0 days 00:00:31.456000
2010,10,2010-silverstone,British Grand Prix,KOB,23,Kamui Kobayashi,Sauber,6,6,12,Finished,8.0,52,0 days 00:00:32.171000
2010,10,2010-silverstone,British Grand Prix,VET,5,Sebastian Vettel,Red Bull,7,7,1,Finished,6.0,52,0 days 00:00:36.734000
2010,10,2010-silverstone,British Grand Prix,SUT,14,Adrian Sutil,Force India,8,8,11,Finished,4.0,52,0 days 00:00:40.932000
2010,10,2010-silverstone,British Grand Prix,MSC,3,Michael Schumacher,Mercedes,9,9,10,Finished,2.0,52,0 days 00:00:41.599000
2010,10,2010-silverstone,British Grand Prix,HUL,10,Nico Hülkenberg,Williams,10,10,13,Finished,1.0,52,0 days 00:00:42.012000
2010,10,2010-silverstone,British Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,11,11,20,Finished,0.0,52,0 days 00:00:42.459000
2010,10,2010-silverstone,British Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,12,12,16,Finished,0.0,52,0 days 00:00:47.627000
2010,10,2010-silverstone,British Grand Prix,PET,12,Vitaly Petrov,Renault,13,13,15,Finished,0.0,52,0 days 00:00:59.374000
2010,10,2010-silverstone,British Grand Prix,ALO,8,Fernando Alonso,Ferrari,14,14,3,Finished,0.0,52,0 days 00:01:02.385000
2010,10,2010-silverstone,British Grand Prix,MAS,7,Felipe Massa,Ferrari,15,15,7,Finished,0.0,52,0 days 00:01:07.489000
2010,10,2010-silverstone,British Grand Prix,TRU,18,Jarno Trulli,Lotus,16,16,21,+1 Lap,0.0,51,
2010,10,2010-silverstone,British Grand Prix,KOV,19,Heikki Kovalainen,Lotus,17,17,18,+1 Lap,0.0,51,
2010,10,2010-silverstone,British Grand Prix,GLO,24,Timo Glock,Virgin,18,18,19,+2 Laps,0.0,50,
2010,10,2010-silverstone,British Grand Prix,CHA,20,Karun Chandhok,HRT,19,19,23,+2 Laps,0.0,50,
2010,10,2010-silverstone,British Grand Prix,YAM,21,Sakon Yamamoto,HRT,20,20,24,+2 Laps,0.0,50,
2010,10,2010-silverstone,British Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,R,21,17,Brakes,0.0,44,
2010,10,2010-silverstone,British Grand Prix,DLR,22,Pedro de la Rosa,Sauber,R,22,9,Collision,0.0,29,
2010,10,2010-silverstone,British Grand Prix,KUB,11,Robert Kubica,Renault,R,23,6,Driveshaft,0.0,19,
2010,10,2010-silverstone,British Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,24,22,Hydraulics,0.0,9,
2010,11,2010-hockenheim,German Grand Prix,ALO,8,Fernando Alonso,Ferrari,1,1,2,Finished,25.0,67,0 days 01:27:38.864000
2010,11,2010-hockenheim,German Grand Prix,MAS,7,Felipe Massa,Ferrari,2,2,3,Finished,18.0,67,0 days 00:00:04.196000
2010,11,2010-hockenheim,German Grand Prix,VET,5,Sebastian Vettel,Red Bull,3,3,1,Finished,15.0,67,0 days 00:00:05.121000
2010,11,2010-hockenheim,German Grand Prix,HAM,2,Lewis Hamilton,McLaren,4,4,6,Finished,12.0,67,0 days 00:00:26.896000
2010,11,2010-hockenheim,German Grand Prix,BUT,1,Jenson Button,McLaren,5,5,5,Finished,10.0,67,0 days 00:00:29.482000
2010,11,2010-hockenheim,German Grand Prix,WEB,6,Mark Webber,Red Bull,6,6,4,Finished,8.0,67,0 days 00:00:43.606000
2010,11,2010-hockenheim,German Grand Prix,KUB,11,Robert Kubica,Renault,7,7,7,+1 Lap,6.0,66,
2010,11,2010-hockenheim,German Grand Prix,ROS,4,Nico Rosberg,Mercedes,8,8,9,+1 Lap,4.0,66,
2010,11,2010-hockenheim,German Grand Prix,MSC,3,Michael Schumacher,Mercedes,9,9,11,+1 Lap,2.0,66,
2010,11,2010-hockenheim,German Grand Prix,PET,12,Vitaly Petrov,Renault,10,10,13,+1 Lap,1.0,66,
2010,11,2010-hockenheim,German Grand Prix,KOB,23,Kamui Kobayashi,Sauber,11,11,12,+1 Lap,0.0,66,
2010,11,2010-hockenheim,German Grand Prix,BAR,9,Rubens Barrichello,Williams,12,12,8,+1 Lap,0.0,66,
2010,11,2010-hockenheim,German Grand Prix,HUL,10,Nico Hülkenberg,Williams,13,13,10,+1 Lap,0.0,66,
2010,11,2010-hockenheim,German Grand Prix,DLR,22,Pedro de la Rosa,Sauber,14,14,14,+1 Lap,0.0,66,
2010,11,2010-hockenheim,German Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,15,15,15,+1 Lap,0.0,66,
2010,11,2010-hockenheim,German Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,16,16,21,+2 Laps,0.0,65,
2010,11,2010-hockenheim,German Grand Prix,SUT,14,Adrian Sutil,Force India,17,17,19,+2 Laps,0.0,65,
2010,11,2010-hockenheim,German Grand Prix,GLO,24,Timo Glock,Virgin,18,18,23,+3 Laps,0.0,64,
2010,11,2010-hockenheim,German Grand Prix,SEN,21,Bruno Senna,HRT,19,19,20,+4 Laps,0.0,63,
2010,11,2010-hockenheim,German Grand Prix,KOV,19,Heikki Kovalainen,Lotus,R,20,18,Collision,0.0,56,
2010,11,2010-hockenheim,German Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,21,24,Gearbox,0.0,50,
2010,11,2010-hockenheim,German Grand Prix,YAM,20,Sakon Yamamoto,HRT,R,22,22,Engine,0.0,19,
2010,11,2010-hockenheim,German Grand Prix,TRU,18,Jarno Trulli,Lotus,R,23,17,Gearbox,0.0,3,
2010,11,2010-hockenheim,German Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,R,24,16,Collision,0.0,1,
2010,12,2010-budapest,Hungarian Grand Prix,WEB,6,Mark Webber,Red Bull,1,1,2,Finished,25.0,70,0 days 01:41:05.571000
2010,12,2010-budapest,Hungarian Grand Prix,ALO,8,Fernando Alonso,Ferrari,2,2,3,Finished,18.0,70,0 days 00:00:17.821000
2010,12,2010-budapest,Hungarian Grand Prix,VET,5,Sebastian Vettel,Red Bull,3,3,1,Finished,15.0,70,0 days 00:00:19.252000
2010,12,2010-budapest,Hungarian Grand Prix,MAS,7,Felipe Massa,Ferrari,4,4,4,Finished,12.0,70,0 days 00:00:27.474000
2010,12,2010-budapest,Hungarian Grand Prix,PET,12,Vitaly Petrov,Renault,5,5,7,Finished,10.0,70,0 days 00:01:13.192000
2010,12,2010-budapest,Hungarian Grand Prix,HUL,10,Nico Hülkenberg,Williams,6,6,10,Finished,8.0,70,0 days 00:01:16.723000
2010,12,2010-budapest,Hungarian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,7,7,9,+1 Lap,6.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,BUT,1,Jenson Button,McLaren,8,8,11,+1 Lap,4.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,9,9,23,+1 Lap,2.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,BAR,9,Rubens Barrichello,Williams,10,10,12,+1 Lap,1.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,MSC,3,Michael Schumacher,Mercedes,11,11,14,+1 Lap,0.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,12,12,15,+1 Lap,0.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,13,13,16,+1 Lap,0.0,69,
2010,12,2010-budapest,Hungarian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,14,14,19,+3 Laps,0.0,67,
2010,12,2010-budapest,Hungarian Grand Prix,TRU,18,Jarno Trulli,Lotus,15,15,20,+3 Laps,0.0,67,
2010,12,2010-budapest,Hungarian Grand Prix,GLO,24,Timo Glock,Virgin,16,16,18,+3 Laps,0.0,67,
2010,12,2010-budapest,Hungarian Grand Prix,SEN,21,Bruno Senna,HRT,17,17,22,+3 Laps,0.0,67,
2010,12,2010-budapest,Hungarian Grand Prix,DIG,25,Lucas di Grassi,Virgin,18,18,21,+4 Laps,0.0,66,
2010,12,2010-budapest,Hungarian Grand Prix,YAM,20,Sakon Yamamoto,HRT,19,19,24,+4 Laps,0.0,66,
2010,12,2010-budapest,Hungarian Grand Prix,HAM,2,Lewis Hamilton,McLaren,R,20,5,Gearbox,0.0,23,
2010,12,2010-budapest,Hungarian Grand Prix,KUB,11,Robert Kubica,Renault,R,21,8,Retired,0.0,23,
2010,12,2010-budapest,Hungarian Grand Prix,ROS,4,Nico Rosberg,Mercedes,R,22,6,Wheel,0.0,15,
2010,12,2010-budapest,Hungarian Grand Prix,SUT,14,Adrian Sutil,Force India,R,23,13,Collision,0.0,15,
2010,12,2010-budapest,Hungarian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,R,24,17,Engine,0.0,1,
2010,13,2010-spa,Belgian Grand Prix,HAM,2,Lewis Hamilton,McLaren,1,1,2,Finished,25.0,44,0 days 01:29:04.268000
2010,13,2010-spa,Belgian Grand Prix,WEB,6,Mark Webber,Red Bull,2,2,1,Finished,18.0,44,0 days 00:00:01.571000
2010,13,2010-spa,Belgian Grand Prix,KUB,11,Robert Kubica,Renault,3,3,3,Finished,15.0,44,0 days 00:00:03.493000
2010,13,2010-spa,Belgian Grand Prix,MAS,7,Felipe Massa,Ferrari,4,4,6,Finished,12.0,44,0 days 00:00:08.264000
2010,13,2010-spa,Belgian Grand Prix,SUT,14,Adrian Sutil,Force India,5,5,8,Finished,10.0,44,0 days 00:00:09.094000
2010,13,2010-spa,Belgian Grand Prix,ROS,4,Nico Rosberg,Mercedes,6,6,14,Finished,8.0,44,0 days 00:00:12.359000
2010,13,2010-spa,Belgian Grand Prix,MSC,3,Michael Schumacher,Mercedes,7,7,21,Finished,6.0,44,0 days 00:00:15.548000
2010,13,2010-spa,Belgian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,8,8,17,Finished,4.0,44,0 days 00:00:16.678000
2010,13,2010-spa,Belgian Grand Prix,PET,12,Vitaly Petrov,Renault,9,9,23,Finished,2.0,44,0 days 00:00:23.851000
2010,13,2010-spa,Belgian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,10,10,12,Finished,1.0,44,0 days 00:00:34.831000
2010,13,2010-spa,Belgian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,11,11,24,Finished,0.0,44,0 days 00:00:36.019000
2010,13,2010-spa,Belgian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,12,12,16,Finished,0.0,44,0 days 00:00:39.895000
2010,13,2010-spa,Belgian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,13,13,11,Finished,0.0,44,0 days 00:00:49.457000
2010,13,2010-spa,Belgian Grand Prix,HUL,10,Nico Hülkenberg,Williams,14,14,9,+1 Lap,0.0,43,
2010,13,2010-spa,Belgian Grand Prix,VET,5,Sebastian Vettel,Red Bull,15,15,4,+1 Lap,0.0,43,
2010,13,2010-spa,Belgian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,16,16,13,+1 Lap,0.0,43,
2010,13,2010-spa,Belgian Grand Prix,DIG,25,Lucas di Grassi,Virgin,17,17,22,+1 Lap,0.0,43,
2010,13,2010-spa,Belgian Grand Prix,GLO,24,Timo Glock,Virgin,18,18,20,+1 Lap,0.0,43,
2010,13,2010-spa,Belgian Grand Prix,TRU,18,Jarno Trulli,Lotus,19,19,15,+1 Lap,0.0,43,
2010,13,2010-spa,Belgian Grand Prix,YAM,20,Sakon Yamamoto,HRT,20,20,19,+2 Laps,0.0,42,
2010,13,2010-spa,Belgian Grand Prix,ALO,8,Fernando Alonso,Ferrari,R,21,10,Accident,0.0,37,
2010,13,2010-spa,Belgian Grand Prix,BUT,1,Jenson Button,McLaren,R,22,5,Collision,0.0,15,
2010,13,2010-spa,Belgian Grand Prix,SEN,21,Bruno Senna,HRT,R,23,18,Retired,0.0,5,
2010,13,2010-spa,Belgian Grand Prix,BAR,9,Rubens Barrichello,Williams,R,24,7,Collision,0.0,0,
2010,14,2010-monza,Italian Grand Prix,ALO,8,Fernando Alonso,Ferrari,1,1,1,Finished,25.0,53,0 days 01:16:24.572000
2010,14,2010-monza,Italian Grand Prix,BUT,1,Jenson Button,McLaren,2,2,2,Finished,18.0,53,0 days 00:00:02.938000
2010,14,2010-monza,Italian Grand Prix,MAS,7,Felipe Massa,Ferrari,3,3,3,Finished,15.0,53,0 days 00:00:04.223000
2010,14,2010-monza,Italian Grand Prix,VET,5,Sebastian Vettel,Red Bull,4,4,6,Finished,12.0,53,0 days 00:00:28.196000
2010,14,2010-monza,Italian Grand Prix,ROS,4,Nico Rosberg,Mercedes,5,5,7,Finished,10.0,53,0 days 00:00:29.942000
2010,14,2010-monza,Italian Grand Prix,WEB,6,Mark Webber,Red Bull,6,6,4,Finished,8.0,53,0 days 00:00:31.276000
2010,14,2010-monza,Italian Grand Prix,HUL,10,Nico Hülkenberg,Williams,7,7,8,Finished,6.0,53,0 days 00:00:32.812000
2010,14,2010-monza,Italian Grand Prix,KUB,11,Robert Kubica,Renault,8,8,9,Finished,4.0,53,0 days 00:00:34.028000
2010,14,2010-monza,Italian Grand Prix,MSC,3,Michael Schumacher,Mercedes,9,9,12,Finished,2.0,53,0 days 00:00:44.948000
2010,14,2010-monza,Italian Grand Prix,BAR,9,Rubens Barrichello,Williams,10,10,10,Finished,1.0,53,0 days 00:01:04.213000
2010,14,2010-monza,Italian Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,11,11,14,Finished,0.0,53,0 days 00:01:05.056000
2010,14,2010-monza,Italian Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,12,12,19,Finished,0.0,53,0 days 00:01:06.106000
2010,14,2010-monza,Italian Grand Prix,PET,12,Vitaly Petrov,Renault,13,13,20,Finished,0.0,53,0 days 00:01:18.919000
2010,14,2010-monza,Italian Grand Prix,DLR,22,Pedro de la Rosa,Sauber,14,14,16,+1 Lap,0.0,52,
2010,14,2010-monza,Italian Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,15,15,15,+1 Lap,0.0,52,
2010,14,2010-monza,Italian Grand Prix,SUT,14,Adrian Sutil,Force India,16,16,11,+1 Lap,0.0,52,
2010,14,2010-monza,Italian Grand Prix,GLO,24,Timo Glock,Virgin,17,17,24,+2 Laps,0.0,51,
2010,14,2010-monza,Italian Grand Prix,KOV,19,Heikki Kovalainen,Lotus,18,18,18,+2 Laps,0.0,51,
2010,14,2010-monza,Italian Grand Prix,YAM,20,Sakon Yamamoto,HRT,19,19,23,+2 Laps,0.0,51,
2010,14,2010-monza,Italian Grand Prix,DIG,25,Lucas di Grassi,Virgin,20,20,21,+3 Laps,0.0,50,
2010,14,2010-monza,Italian Grand Prix,TRU,18,Jarno Trulli,Lotus,R,21,17,Engine,0.0,46,
2010,14,2010-monza,Italian Grand Prix,SEN,21,Bruno Senna,HRT,R,22,22,Retired,0.0,11,
2010,14,2010-monza,Italian Grand Prix,HAM,2,Lewis Hamilton,McLaren,R,23,5,Collision,0.0,0,
2010,14,2010-monza,Italian Grand Prix,KOB,23,Kamui Kobayashi,Sauber,R,24,13,Gearbox,0.0,0,
2010,15,2010-marina-bay,Singapore Grand Prix,ALO,8,Fernando Alonso,Ferrari,1,1,1,Finished,25.0,61,0 days 01:57:53.579000
2010,15,2010-marina-bay,Singapore Grand Prix,VET,5,Sebastian Vettel,Red Bull,2,2,2,Finished,18.0,61,0 days 00:00:00.293000
2010,15,2010-marina-bay,Singapore Grand Prix,WEB,6,Mark Webber,Red Bull,3,3,5,Finished,15.0,61,0 days 00:00:29.141000
2010,15,2010-marina-bay,Singapore Grand Prix,BUT,1,Jenson Button,McLaren,4,4,4,Finished,12.0,61,0 days 00:00:30.384000
2010,15,2010-marina-bay,Singapore Grand Prix,ROS,4,Nico Rosberg,Mercedes,5,5,7,Finished,10.0,61,0 days 00:00:49.394000
2010,15,2010-marina-bay,Singapore Grand Prix,BAR,9,Rubens Barrichello,Williams,6,6,6,Finished,8.0,61,0 days 00:00:56.101000
2010,15,2010-marina-bay,Singapore Grand Prix,KUB,11,Robert Kubica,Renault,7,7,8,Finished,6.0,61,0 days 00:01:26.559000
2010,15,2010-marina-bay,Singapore Grand Prix,MAS,7,Felipe Massa,Ferrari,8,8,24,Finished,4.0,61,0 days 00:01:53.297000
2010,15,2010-marina-bay,Singapore Grand Prix,SUT,14,Adrian Sutil,Force India,9,9,15,Finished,2.0,61,0 days 00:02:02.416000
2010,15,2010-marina-bay,Singapore Grand Prix,HUL,10,Nico Hülkenberg,Williams,10,10,17,Finished,1.0,61,0 days 00:02:12.791000
2010,15,2010-marina-bay,Singapore Grand Prix,PET,12,Vitaly Petrov,Renault,11,11,12,+1 Lap,0.0,60,
2010,15,2010-marina-bay,Singapore Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,12,12,11,+1 Lap,0.0,60,
2010,15,2010-marina-bay,Singapore Grand Prix,MSC,3,Michael Schumacher,Mercedes,13,13,9,+1 Lap,0.0,60,
2010,15,2010-marina-bay,Singapore Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,14,14,13,+1 Lap,0.0,60,
2010,15,2010-marina-bay,Singapore Grand Prix,DIG,25,Lucas di Grassi,Virgin,15,15,20,+2 Laps,0.0,59,
2010,15,2010-marina-bay,Singapore Grand Prix,KOV,19,Heikki Kovalainen,Lotus,16,16,19,Engine,0.0,58,
2010,15,2010-marina-bay,Singapore Grand Prix,GLO,24,Timo Glock,Virgin,R,17,18,Hydraulics,0.0,49,
2010,15,2010-marina-bay,Singapore Grand Prix,HEI,22,Nick Heidfeld,Sauber,R,18,14,Collision,0.0,36,
2010,15,2010-marina-bay,Singapore Grand Prix,HAM,2,Lewis Hamilton,McLaren,R,19,3,Collision,0.0,35,
2010,15,2010-marina-bay,Singapore Grand Prix,KLI,20,Christian Klien,HRT,R,20,22,Hydraulics,0.0,31,
2010,15,2010-marina-bay,Singapore Grand Prix,KOB,23,Kamui Kobayashi,Sauber,R,21,10,Accident,0.0,30,
2010,15,2010-marina-bay,Singapore Grand Prix,SEN,21,Bruno Senna,HRT,R,22,23,Accident,0.0,29,
2010,15,2010-marina-bay,Singapore Grand Prix,TRU,18,Jarno Trulli,Lotus,R,23,21,Hydraulics,0.0,27,
2010,15,2010-marina-bay,Singapore Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,R,24,16,Collision,0.0,1,
2010,16,2010-suzuka,Japanese Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,1,1,Finished,25.0,53,0 days 01:30:27.323000
2010,16,2010-suzuka,Japanese Grand Prix,WEB,6,Mark Webber,Red Bull,2,2,2,Finished,18.0,53,0 days 00:00:00.905000
2010,16,2010-suzuka,Japanese Grand Prix,ALO,8,Fernando Alonso,Ferrari,3,3,4,Finished,15.0,53,0 days 00:00:02.721000
2010,16,2010-suzuka,Japanese Grand Prix,BUT,1,Jenson Button,McLaren,4,4,5,Finished,12.0,53,0 days 00:00:13.522000
2010,16,2010-suzuka,Japanese Grand Prix,HAM,2,Lewis Hamilton,McLaren,5,5,8,Finished,10.0,53,0 days 00:00:39.595000
2010,16,2010-suzuka,Japanese Grand Prix,MSC,3,Michael Schumacher,Mercedes,6,6,10,Finished,8.0,53,0 days 00:00:59.933000
2010,16,2010-suzuka,Japanese Grand Prix,KOB,23,Kamui Kobayashi,Sauber,7,7,14,Finished,6.0,53,0 days 00:01:04.038000
2010,16,2010-suzuka,Japanese Grand Prix,HEI,22,Nick Heidfeld,Sauber,8,8,11,Finished,4.0,53,0 days 00:01:09.648000
2010,16,2010-suzuka,Japanese Grand Prix,BAR,9,Rubens Barrichello,Williams,9,9,7,Finished,2.0,53,0 days 00:01:10.846000
2010,16,2010-suzuka,Japanese Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,10,10,18,Finished,1.0,53,0 days 00:01:12.806000
2010,16,2010-suzuka,Japanese Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,11,11,16,+1 Lap,0.0,52,
2010,16,2010-suzuka,Japanese Grand Prix,KOV,19,Heikki Kovalainen,Lotus,12,12,20,+1 Lap,0.0,52,
2010,16,2010-suzuka,Japanese Grand Prix,TRU,18,Jarno Trulli,Lotus,13,13,19,+2 Laps,0.0,51,
2010,16,2010-suzuka,Japanese Grand Prix,GLO,24,Timo Glock,Virgin,14,14,22,+2 Laps,0.0,51,
2010,16,2010-suzuka,Japanese Grand Prix,SEN,21,Bruno Senna,HRT,15,15,23,+2 Laps,0.0,51,
2010,16,2010-suzuka,Japanese Grand Prix,YAM,20,Sakon Yamamoto,HRT,16,16,24,+3 Laps,0.0,50,
2010,16,2010-suzuka,Japanese Grand Prix,ROS,4,Nico Rosberg,Mercedes,R,17,6,Suspension,0.0,47,
2010,16,2010-suzuka,Japanese Grand Prix,SUT,14,Adrian Sutil,Force India,R,18,15,Oil leak,0.0,44,
2010,16,2010-suzuka,Japanese Grand Prix,KUB,11,Robert Kubica,Renault,R,19,3,Wheel,0.0,2,
2010,16,2010-suzuka,Japanese Grand Prix,HUL,10,Nico Hülkenberg,Williams,R,20,9,Accident,0.0,0,
2010,16,2010-suzuka,Japanese Grand Prix,MAS,7,Felipe Massa,Ferrari,R,21,12,Accident,0.0,0,
2010,16,2010-suzuka,Japanese Grand Prix,PET,12,Vitaly Petrov,Renault,R,22,13,Accident,0.0,0,
2010,16,2010-suzuka,Japanese Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,R,23,17,Accident,0.0,0,
2010,16,2010-suzuka,Japanese Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,24,21,Suspension,0.0,0,
2010,17,2010-yeongam-county,Korean Grand Prix,ALO,8,Fernando Alonso,Ferrari,1,1,3,Finished,25.0,55,0 days 02:48:20.810000
2010,17,2010-yeongam-county,Korean Grand Prix,HAM,2,Lewis Hamilton,McLaren,2,2,4,Finished,18.0,55,0 days 00:00:14.999000
2010,17,2010-yeongam-county,Korean Grand Prix,MAS,7,Felipe Massa,Ferrari,3,3,6,Finished,15.0,55,0 days 00:00:30.868000
2010,17,2010-yeongam-county,Korean Grand Prix,MSC,3,Michael Schumacher,Mercedes,4,4,9,Finished,12.0,55,0 days 00:00:39.688000
2010,17,2010-yeongam-county,Korean Grand Prix,KUB,11,Robert Kubica,Renault,5,5,8,Finished,10.0,55,0 days 00:00:47.734000
2010,17,2010-yeongam-county,Korean Grand Prix,LIU,15,Vitantonio Liuzzi,Force India,6,6,17,Finished,8.0,55,0 days 00:00:53.571000
2010,17,2010-yeongam-county,Korean Grand Prix,BAR,9,Rubens Barrichello,Williams,7,7,10,Finished,6.0,55,0 days 00:01:09.257000
2010,17,2010-yeongam-county,Korean Grand Prix,KOB,23,Kamui Kobayashi,Sauber,8,8,12,Finished,4.0,55,0 days 00:01:17.889000
2010,17,2010-yeongam-county,Korean Grand Prix,HEI,22,Nick Heidfeld,Sauber,9,9,13,Finished,2.0,55,0 days 00:01:20.107000
2010,17,2010-yeongam-county,Korean Grand Prix,HUL,10,Nico Hülkenberg,Williams,10,10,11,Finished,1.0,55,0 days 00:01:20.851000
2010,17,2010-yeongam-county,Korean Grand Prix,ALG,17,Jaime Alguersuari,Toro Rosso,11,11,15,Finished,0.0,55,0 days 00:01:24.146000
2010,17,2010-yeongam-county,Korean Grand Prix,BUT,1,Jenson Button,McLaren,12,12,7,Finished,0.0,55,0 days 00:01:29.939000
2010,17,2010-yeongam-county,Korean Grand Prix,KOV,19,Heikki Kovalainen,Lotus,13,13,21,+1 Lap,0.0,54,
2010,17,2010-yeongam-county,Korean Grand Prix,SEN,21,Bruno Senna,HRT,14,14,24,+2 Laps,0.0,53,
2010,17,2010-yeongam-county,Korean Grand Prix,YAM,20,Sakon Yamamoto,HRT,15,15,23,+2 Laps,0.0,53,
2010,17,2010-yeongam-county,Korean Grand Prix,SUT,14,Adrian Sutil,Force India,R,16,14,Collision,0.0,46,
2010,17,2010-yeongam-county,Korean Grand Prix,VET,5,Sebastian Vettel,Red Bull,R,17,1,Engine,0.0,45,
2010,17,2010-yeongam-county,Korean Grand Prix,PET,12,Vitaly Petrov,Renault,R,18,20,Accident,0.0,39,
2010,17,2010-yeongam-county,Korean Grand Prix,GLO,24,Timo Glock,Virgin,R,19,19,Collision,0.0,31,
2010,17,2010-yeongam-county,Korean Grand Prix,BUE,16,Sébastien Buemi,Toro Rosso,R,20,16,Collision,0.0,30,
2010,17,2010-yeongam-county,Korean Grand Prix,DIG,25,Lucas di Grassi,Virgin,R,21,22,Accident,0.0,25,
2010,17,2010-yeongam-county,Korean Grand Prix,TRU,18,Jarno Trulli,Lotus,R,22,18,Hydraulics,0.0,25,
2010,17,2010-yeongam-county,Korean Grand Prix,WEB,6,Mark Webber,Red Bull,R,23,2,Accident,0.0,18,
2010,17,2010-yeongam-county,Korean Grand Prix,ROS,4,Nico Rosberg,Mercedes,R,24,5,Collision,0.0,18,
2010,18,2010-s-o-paulo,Brazilian Grand Prix,VET,5,Sebastian Vettel,Red Bull,1,1,2,Finished,25.0,71,0 days 01:33:11.803000
