pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,53,88.517,88.362,87.438,0.62,0.0
2,SAI,Ferrari,55,53,88.588,88.399,87.765,0.523,0.071
3,LEC,Ferrari,16,53,88.944,88.565,88.018,0.711,0.427
4,RUS,Mercedes,63,53,89.105,88.687,88.195,0.743,0.588
5,VER,Red Bull Racing,1,53,89.043,88.78,87.765,0.902,0.526
6,PIA,McLaren,81,51,89.047,89.319,87.69,0.858,0.53
7,LAW,RB,30,47,89.92,89.599,88.751,0.843,1.403
8,HAM,Mercedes,44,53,88.961,89.616,87.278,1.165,0.444
9,GAS,Alpine,10,53,89.759,89.631,89.212,0.406,1.242
10,ALO,Aston Martin,14,51,89.42,89.708,87.948,0.91,0.903
11,HUL,Haas F1 Team,27,53,89.786,89.76,89.152,0.405,1.269
12,STR,Aston Martin,18,50,89.775,89.878,88.604,0.684,1.258
13,TSU,RB,22,52,90.129,89.884,89.2,0.702,1.612
14,BOT,Kick Sauber,77,25,90.499,89.944,89.482,1.677,1.982
15,ZHO,Kick Sauber,24,50,89.614,89.956,87.982,0.831,1.097
16,ALB,Williams,23,52,90.1,90.003,89.438,0.54,1.583
17,MAG,Haas F1 Team,20,47,89.87,90.04,85.637,1.038,1.353
18,DOO,Alpine,61,52,90.32,90.205,89.121,0.69,1.803
19,COL,Williams,43,21,90.454,90.26,89.411,0.823,1.937
