stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,MAG,Haas F1 Team,SOFT,5.0,57.0,57.0,1,85.637,85.637,85.637
2,HAM,Mercedes,MEDIUM,2.0,36.0,58.0,23,87.699,87.726,87.278
3,NOR,McLaren,HARD,2.0,28.0,58.0,31,88.079,88.076,87.438
4,SAI,Ferrari,HARD,2.0,27.0,58.0,32,88.199,88.211,87.765
5,VER,Red Bull Racing,HARD,2.0,31.0,58.0,28,88.242,88.264,87.765
6,PIA,McLaren,HARD,3.0,34.0,58.0,25,88.332,88.193,87.69
7,ALO,Aston Martin,HARD,3.0,39.0,58.0,20,88.458,88.376,87.948
8,RUS,Mercedes,HARD,2.0,28.0,58.0,31,88.517,88.463,88.195
9,ZHO,Kick Sauber,HARD,3.0,41.0,57.0,17,88.583,88.619,87.982
10,LEC,Ferrari,HARD,2.0,22.0,58.0,37,88.586,88.47,88.018
11,NOR,McLaren,MEDIUM,1.0,4.0,25.0,22,89.135,89.13,88.86
12,SAI,Ferrari,MEDIUM,1.0,4.0,24.0,21,89.181,89.192,88.909
13,STR,Aston Martin,HARD,3.0,34.0,57.0,24,89.257,89.082,88.604
14,LAW,RB,HARD,4.0,31.0,55.0,25,89.388,89.25,88.751
15,MAG,Haas F1 Team,SOFT,4.0,32.0,54.0,23,89.607,89.457,87.235
16,LAW,RB,HARD,3.0,26.0,28.0,3,89.611,89.611,89.585
17,HUL,Haas F1 Team,HARD,2.0,15.0,58.0,44,89.711,89.698,89.152
18,GAS,Alpine,HARD,2.0,16.0,58.0,43,89.734,89.571,89.212
19,PIA,McLaren,HARD,2.0,6.0,31.0,26,89.735,89.702,88.95
20,TSU,RB,HARD,2.0,24.0,57.0,34,89.744,89.604,89.2
21,LEC,Ferrari,MEDIUM,1.0,4.0,19.0,16,89.774,89.802,89.273
22,GAS,Alpine,MEDIUM,1.0,4.0,13.0,10,89.868,89.879,89.406
23,ALO,Aston Martin,HARD,2.0,15.0,36.0,22,89.882,89.851,89.565
24,HAM,Mercedes,HARD,1.0,4.0,33.0,30,89.927,89.804,89.481
25,RUS,Mercedes,MEDIUM,1.0,4.0,25.0,22,89.935,89.92,89.488
26,VER,Red Bull Racing,MEDIUM,1.0,4.0,28.0,25,89.94,89.897,89.412
27,DOO,Alpine,HARD,2.0,24.0,57.0,34,90.01,89.882,89.121
28,ALB,Williams,HARD,2.0,14.0,57.0,44,90.022,89.936,89.438
29,ZHO,Kick Sauber,HARD,2.0,14.0,38.0,25,90.074,90.086,89.708
30,HUL,Haas F1 Team,MEDIUM,1.0,4.0,12.0,9,90.149,89.968,89.348
31,BOT,Kick Sauber,HARD,2.0,8.0,29.0,22,90.18,89.898,89.482
32,STR,Aston Martin,HARD,2.0,13.0,31.0,19,90.196,90.185,89.744
33,MAG,Haas F1 Team,HARD,2.0,14.0,28.0,15,90.218,90.25,89.826
34,ZHO,Kick Sauber,MEDIUM,1.0,4.0,11.0,8,90.366,90.441,89.914
35,STR,Aston Martin,MEDIUM,1.0,4.0,10.0,7,90.407,90.467,89.685
36,ALO,Aston Martin,MEDIUM,1.0,4.0,12.0,9,90.43,90.084,89.434
37,COL,Williams,HARD,2.0,5.0,25.0,21,90.454,90.26,89.411
38,MAG,Haas F1 Team,MEDIUM,1.0,4.0,11.0,8,90.5,90.683,89.202
39,ALB,Williams,MEDIUM,1.0,4.0,11.0,8,90.53,90.587,90.06
40,LAW,RB,MEDIUM,1.0,4.0,22.0,19,90.668,90.723,89.738
41,TSU,RB,MEDIUM,1.0,4.0,21.0,18,90.855,90.737,90.115
42,DOO,Alpine,MEDIUM,1.0,4.0,21.0,18,90.905,90.911,90.198
43,BOT,Kick Sauber,MEDIUM,1.0,3.0,5.0,3,92.84,90.474,89.944
