stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,PIA,McLaren,MEDIUM,3.0,45.0,50.0,6,95.844,95.804,95.49
2,VER,Red Bull Racing,HARD,3.0,29.0,50.0,22,96.654,96.258,95.614
3,PER,Red Bull Racing,HARD,3.0,29.0,50.0,22,96.807,96.548,95.939
4,LEC,Ferrari,HARD,2.0,23.0,50.0,25,97.031,96.562,95.669
5,RUS,Mercedes,HARD,3.0,29.0,50.0,22,97.384,97.26,96.071
6,HAM,Mercedes,HARD,3.0,29.0,50.0,22,97.392,97.352,95.716
7,SAI,Ferrari,HARD,3.0,29.0,50.0,22,97.488,97.496,95.984
8,STR,Aston Martin,HARD,3.0,29.0,50.0,22,97.503,97.156,96.584
9,OCO,Alpine,HARD,2.0,22.0,50.0,26,97.557,97.37,96.637
10,ALO,Aston Martin,HARD,3.0,29.0,50.0,22,97.691,97.692,96.559
11,GAS,Alpine,HARD,2.0,19.0,50.0,29,98.409,98.494,96.913
12,MAG,Haas F1 Team,HARD,3.0,29.0,50.0,22,98.489,98.335,97.455
13,VER,Red Bull Racing,HARD,2.0,18.0,25.0,8,98.524,98.415,97.88
14,PIA,McLaren,HARD,2.0,18.0,42.0,23,98.598,97.763,96.849
15,HUL,Haas F1 Team,HARD,3.0,29.0,45.0,17,98.626,98.486,97.565
16,ALB,Williams,HARD,2.0,18.0,50.0,30,98.724,98.587,97.357
17,ZHO,Alfa Romeo,MEDIUM,2.0,29.0,50.0,22,98.76,98.668,97.375
18,RIC,AlphaTauri,HARD,2.0,19.0,50.0,29,98.903,98.834,97.108
19,HAM,Mercedes,MEDIUM,2.0,19.0,25.0,7,98.93,98.783,98.234
20,PER,Red Bull Racing,HARD,2.0,8.0,25.0,18,98.956,98.405,97.969
21,SAR,Williams,HARD,2.0,17.0,50.0,31,98.975,98.694,97.74
22,RUS,Mercedes,HARD,2.0,17.0,25.0,9,99.079,98.779,97.93
23,VER,Red Bull Racing,MEDIUM,1.0,7.0,15.0,9,99.422,99.477,98.759
24,HUL,Haas F1 Team,HARD,2.0,14.0,25.0,12,99.672,99.722,98.635
25,LEC,Ferrari,MEDIUM,1.0,1.0,20.0,15,99.715,98.994,98.107
26,RUS,Mercedes,MEDIUM,1.0,7.0,14.0,8,99.731,99.325,98.779
27,MAG,Haas F1 Team,HARD,2.0,16.0,25.0,10,99.734,99.836,99.209
28,STR,Aston Martin,HARD,2.0,7.0,25.0,19,99.889,99.502,98.701
29,ALO,Aston Martin,HARD,2.0,8.0,25.0,18,100.062,100.033,97.964
30,SAI,Ferrari,HARD,2.0,7.0,25.0,19,100.125,99.953,98.19
31,HAM,Mercedes,HARD,1.0,7.0,16.0,10,100.223,100.11,98.495
32,TSU,AlphaTauri,MEDIUM,2.0,12.0,20.0,9,100.289,100.171,99.865
33,ZHO,Alfa Romeo,HARD,1.0,7.0,25.0,19,100.743,100.693,99.466
34,TSU,AlphaTauri,HARD,3.0,23.0,46.0,22,100.769,100.152,97.587
35,GAS,Alpine,MEDIUM,1.0,3.0,16.0,11,100.985,99.776,99.005
36,MAG,Haas F1 Team,MEDIUM,1.0,7.0,13.0,7,101.053,101.079,99.792
37,OCO,Alpine,MEDIUM,1.0,3.0,19.0,14,101.123,100.136,99.263
38,ALB,Williams,MEDIUM,1.0,3.0,15.0,10,101.393,100.233,99.283
39,PIA,McLaren,HARD,1.0,3.0,15.0,10,101.968,100.171,98.635
40,SAR,Williams,MEDIUM,1.0,3.0,14.0,9,101.981,100.229,99.357
41,BOT,Alfa Romeo,MEDIUM,3.0,26.0,50.0,24,102.884,100.546,97.562
42,BOT,Alfa Romeo,HARD,2.0,3.0,23.0,18,103.093,101.324,100.263
43,RIC,AlphaTauri,MEDIUM,1.0,2.0,16.0,12,104.108,101.405,100.286
44,HUL,Haas F1 Team,MEDIUM,1.0,3.0,11.0,6,104.153,101.966,100.422
45,TSU,AlphaTauri,SOFT,1.0,1.0,9.0,6,112.343,111.071,101.561
46,NOR,McLaren,MEDIUM,1.0,1.0,2.0,2,124.844,124.844,119.327
