pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,39,97.676,97.748,95.614,1.555,0.0
2,OCO,Alpine,31,40,98.805,97.798,96.637,2.744,1.129
3,PER,Red Bull Racing,11,40,97.774,97.838,95.939,1.451,0.098
4,PIA,McLaren,81,39,99.038,97.92,95.49,4.391,1.362
5,LEC,Ferrari,16,40,98.038,98.112,95.669,2.094,0.362
6,RUS,Mercedes,63,39,98.257,98.114,96.071,1.517,0.581
7,ALO,Aston Martin,14,40,98.758,98.251,96.559,1.575,1.082
8,HAM,Mercedes,44,39,98.394,98.279,95.716,1.772,0.718
9,SAI,Ferrari,55,41,98.71,98.398,95.984,1.851,1.034
10,STR,Aston Martin,18,41,98.609,98.701,96.584,1.704,0.933
11,GAS,Alpine,10,40,99.118,98.74,96.913,2.159,1.442
12,SAR,Williams,2,40,99.652,98.878,97.74,2.433,1.976
13,MAG,Haas F1 Team,20,39,99.268,98.918,97.455,1.288,1.592
14,ALB,Williams,23,40,99.391,98.963,97.357,2.136,1.715
15,HUL,Haas F1 Team,27,35,99.932,99.27,97.565,3.074,2.256
16,RIC,AlphaTauri,3,41,100.427,99.503,97.108,4.217,2.751
17,ZHO,Alfa Romeo,24,41,99.679,99.655,97.375,1.318,2.003
18,TSU,AlphaTauri,22,37,102.529,100.29,97.587,7.474,4.853
19,BOT,Alfa Romeo,77,42,102.974,100.906,97.562,7.903,5.298
20,NOR,McLaren,4,2,124.844,124.844,119.327,7.803,27.168
