pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,LEC,Ferrari,16,48,84.168,84.035,83.009,0.712,0.0
2,HAM,Mercedes,44,46,84.397,84.239,81.779,0.767,0.229
3,BOT,Mercedes,77,48,84.204,84.658,82.859,0.928,0.036
4,VER,Red Bull Racing,33,46,84.702,84.792,83.143,0.918,0.534
5,STR,Racing Point,18,45,85.501,84.855,84.165,1.35,1.333
6,VET,Ferrari,5,43,84.767,84.93,82.799,1.027,0.599
7,RIC,Renault,3,48,85.143,85.374,83.466,0.739,0.975
8,ALB,Red Bull Racing,23,48,85.127,85.376,83.364,1.508,0.959
9,HUL,Renault,27,48,85.215,85.564,83.641,0.984,1.047
10,NOR,McLaren,4,47,85.722,85.595,84.044,1.344,1.554
11,PER,Racing Point,11,48,85.407,85.661,83.77,1.272,1.239
12,GIO,Alfa Romeo Racing,99,47,85.82,85.903,84.503,1.122,1.652
13,KVY,Toro Rosso,26,25,86.213,86.038,85.772,0.522,2.045
14,GAS,Toro Rosso,10,47,85.732,86.042,83.885,1.145,1.564
15,SAI,McLaren,55,24,86.069,86.042,85.637,0.311,1.901
16,MAG,Haas F1 Team,20,36,86.426,86.264,84.443,1.681,2.258
17,RAI,Alfa Romeo Racing,7,44,86.31,86.369,84.419,1.218,2.142
18,GRO,Haas F1 Team,8,45,86.674,86.52,84.985,1.07,2.506
19,RUS,Williams,63,47,86.518,86.58,84.842,1.351,2.35
20,KUB,Williams,88,44,87.305,87.532,84.989,1.142,3.137
