constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""red_bull""]","[""Red Bull""]",VER,max_verstappen,Max Verstappen,Dutch,3,395.5,1,1,10,2021
"[""mercedes""]","[""Mercedes""]",HAM,hamilton,Lewis Hamilton,British,44,387.5,2,2,8,2021
"[""mercedes""]","[""Mercedes""]",BOT,bottas,Valtteri Bottas,Finnish,77,226.0,3,3,1,2021
"[""red_bull""]","[""Red Bull""]",PER,perez,Sergio Pérez,Mexican,11,190.0,4,4,1,2021
"[""ferrari""]","[""Ferrari""]",SAI,sainz,Carlos Sainz,Spanish,55,164.5,5,5,0,2021
"[""mclaren""]","[""McLaren""]",NOR,norris,Lando Norris,British,1,160.0,6,6,0,2021
"[""ferrari""]","[""Ferrari""]",LEC,leclerc,Charles Leclerc,Monegasque,16,159.0,7,7,0,2021
"[""mclaren""]","[""McLaren""]",RIC,ricciardo,Daniel Ricciardo,Australian,3,115.0,8,8,1,2021
"[""alphatauri""]","[""AlphaTauri""]",GAS,gasly,Pierre Gasly,French,10,110.0,9,9,0,2021
"[""alpine""]","[""Alpine F1 Team""]",ALO,alonso,Fernando Alonso,Spanish,14,81.0,10,10,0,2021
"[""alpine""]","[""Alpine F1 Team""]",OCO,ocon,Esteban Ocon,French,31,74.0,11,11,1,2021
"[""aston_martin""]","[""Aston Martin""]",VET,vettel,Sebastian Vettel,German,5,43.0,12,12,0,2021
"[""aston_martin""]","[""Aston Martin""]",STR,stroll,Lance Stroll,Canadian,18,34.0,13,13,0,2021
"[""alphatauri""]","[""AlphaTauri""]",TSU,tsunoda,Yuki Tsunoda,Japanese,22,32.0,14,14,0,2021
"[""williams""]","[""Williams""]",RUS,russell,George Russell,British,63,16.0,15,15,0,2021
"[""alfa""]","[""Alfa Romeo""]",RAI,raikkonen,Kimi Räikkönen,Finnish,7,10.0,16,16,0,2021
"[""williams""]","[""Williams""]",LAT,latifi,Nicholas Latifi,Canadian,6,7.0,17,17,0,2021
"[""alfa""]","[""Alfa Romeo""]",GIO,giovinazzi,Antonio Giovinazzi,Italian,99,3.0,18,18,0,2021
"[""haas""]","[""Haas F1 Team""]",MSC,mick_schumacher,Mick Schumacher,German,47,0.0,19,19,0,2021
"[""alfa""]","[""Alfa Romeo""]",KUB,kubica,Robert Kubica,Polish,88,0.0,20,20,0,2021
"[""haas""]","[""Haas F1 Team""]",MAZ,mazepin,Nikita Mazepin,Russian,9,0.0,21,21,0,2021
