constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Ferrari,ferrari,Italian,MSC,michael_schumacher,Michael Schumacher,German,1,2001-melbourne,Australian Grand Prix,,,,,,1,58,5906533,10.0,1,1,1,Finished,1:38:26.533,2001
McLaren,mclaren,British,COU,coulthard,David Coulthard,British,4,2001-melbourne,Australian Grand Prix,,,,,,6,58,5908250,6.0,2,2,1,Finished,+1.717,2001
Ferrari,ferrari,Italian,BAR,barrichello,Rubens Barrichello,Brazilian,2,2001-melbourne,Australian Grand Prix,,,,,,2,58,5940024,4.0,3,3,1,Finished,+33.491,2001
Sauber,sauber,Swiss,HEI,heidfeld,Nick Heidfeld,German,16,2001-melbourne,Australian Grand Prix,,,,,,10,58,5978012,3.0,4,4,1,Finished,+1:11.479,2001
Jordan,jordan,Irish,,frentzen,Heinz-Harald Frentzen,German,11,2001-melbourne,Australian Grand Prix,,,,,,4,58,5979340,2.0,5,5,1,Finished,+1:12.807,2001
Sauber,sauber,Swiss,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2001-melbourne,Australian Grand Prix,,,,,,13,58,5990676,1.0,6,6,1,Finished,+1:24.143,2001
BAR,bar,British,,panis,Olivier Panis,French,9,2001-melbourne,Australian Grand Prix,,,,,,9,58,5993583,0.0,7,7,1,Finished,+1:27.050,2001
Jaguar,jaguar,British,,burti,Luciano Burti,Brazilian,19,2001-melbourne,Australian Grand Prix,,,,,,21,57,,0.0,8,8,1,+1 Lap,,2001
Prost,prost,French,,alesi,Jean Alesi,French,22,2001-melbourne,Australian Grand Prix,,,,,,14,57,,0.0,9,9,1,+1 Lap,,2001
Arrows,arrows,British,,verstappen,Jos Verstappen,Dutch,14,2001-melbourne,Australian Grand Prix,,,,,,15,57,,0.0,10,10,1,+1 Lap,,2001
Jaguar,jaguar,British,,irvine,Eddie Irvine,British,18,2001-melbourne,Australian Grand Prix,,,,,,12,57,,0.0,11,11,1,+1 Lap,,2001
