circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Australia,2001-03-04,2001-melbourne,Australian Grand Prix,melbourne,-37.8497,Melbourne,144.968,1,2001,,https://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,2001
sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Malaysia,2001-03-18,2001-kuala-lumpur,Malaysian Grand Prix,kuala-lumpur,2.76083,Kuala Lumpur,101.738,2,2001,,https://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,2001
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,2001-04-01,2001-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,3,2001,,https://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,2001
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,2001-04-15,2001-imola,San Marino Grand Prix,imola,44.3439,Imola,11.7167,4,2001,,https://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,2001
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,2001-04-29,2001-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,5,2001,,https://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,2001
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,2001-05-13,2001-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,6,2001,,https://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,2001
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,2001-05-27,2001-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,7,2001,,https://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,2001
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,2001-06-10,2001-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,8,2001,,https://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,2001
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,2001-06-24,2001-n-rburg,European Grand Prix,n-rburg,50.3356,Nürburg,6.9475,9,2001,,https://en.wikipedia.org/wiki/2001_European_Grand_Prix,2001
magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,France,2001-07-01,2001-magny-cours,French Grand Prix,magny-cours,46.8642,Magny Cours,3.16361,10,2001,,https://en.wikipedia.org/wiki/2001_French_Grand_Prix,2001
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,2001-07-15,2001-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,11,2001,,https://en.wikipedia.org/wiki/2001_British_Grand_Prix,2001
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,2001-07-29,2001-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,12,2001,,https://en.wikipedia.org/wiki/2001_German_Grand_Prix,2001
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,2001-08-19,2001-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,13,2001,,https://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,2001
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,2001-09-02,2001-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,14,2001,,https://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,2001
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,2001-09-16,2001-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,15,2001,,https://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,2001
indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,USA,2001-09-30,2001-indianapolis,United States Grand Prix,indianapolis,39.795,Indianapolis,-86.2347,16,2001,,https://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,2001
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,2001-10-14,2001-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,17,2001,,https://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,2001
