pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,49,83.222,81.972,80.342,4.492,0.458
2,PER,Red Bull Racing,11,46,82.764,81.988,80.235,2.938,0.0
3,SAI,Ferrari,55,48,83.39,82.042,80.467,4.764,0.626
4,OCO,Alpine,31,47,83.507,82.088,81.203,3.894,0.743
5,ALO,Aston Martin,14,49,83.56,82.098,80.476,4.795,0.796
6,GAS,Alpine,10,49,83.853,82.115,80.995,5.031,1.089
7,HAM,Mercedes,44,49,83.78,82.131,80.613,5.277,1.016
8,STR,Aston Martin,18,49,83.905,82.187,80.934,5.229,1.141
9,NOR,McLaren,4,49,84.327,82.341,81.173,5.85,1.563
10,HUL,Haas F1 Team,27,49,84.318,82.59,81.124,5.576,1.554
11,PIA,McLaren,81,48,84.278,82.84,81.335,5.036,1.514
12,RUS,Mercedes,63,13,89.487,83.169,82.68,13.694,6.723
13,ZHO,Alfa Romeo,24,46,83.811,83.259,81.819,2.681,1.047
14,MAG,Haas F1 Team,20,46,84.222,83.265,81.685,4.561,1.458
15,BOT,Alfa Romeo,77,45,84.072,83.485,82.233,2.68,1.308
16,TSU,AlphaTauri,22,48,84.86,83.585,81.789,4.922,2.096
17,SAR,Williams,2,43,84.227,84.049,81.456,2.667,1.463
18,DEV,AlphaTauri,21,46,85.859,84.182,81.183,6.148,3.095
19,ALB,Williams,23,6,102.974,95.35,83.349,22.752,20.21
