Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
GAS,Alpine,1,,MEDIUM,
ALB,Williams,7,9.0,MEDIUM,HARD
ALO,Aston Martin,7,10.0,MEDIUM,HARD
BEA,Ferrari,7,9.0,SOFT,HARD
BOT,Kick Sauber,7,9.0,SOFT,HARD
LEC,Ferrari,7,10.0,MEDIUM,HARD
MAG,Haas F1 Team,7,9.0,MEDIUM,HARD
OCO,Alpine,7,9.0,MEDIUM,HARD
PER,Red Bull Racing,7,10.0,MEDIUM,HARD
PIA,McLaren,7,10.0,MEDIUM,HARD
RIC,RB,7,9.0,MEDIUM,HARD
RUS,Mercedes,7,10.0,MEDIUM,HARD
SAR,Williams,7,9.0,MEDIUM,HARD
TSU,RB,7,9.0,MEDIUM,HARD
VER,Red Bull Racing,7,10.0,MEDIUM,HARD
HUL,Haas F1 Team,33,34.0,MEDIUM,HARD
BOT,Kick Sauber,35,36.0,HARD,SOFT
HAM,Mercedes,36,37.0,MEDIUM,SOFT
NOR,McLaren,37,38.0,MEDIUM,SOFT
ZHO,Kick Sauber,41,42.0,MEDIUM,SOFT
