stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,NOR,McLaren,SOFT,2.0,39.0,50.0,12,92.28,92.203,91.944
2,HAM,Mercedes,SOFT,2.0,38.0,50.0,13,92.333,92.232,91.746
3,VER,Red Bull Racing,HARD,2.0,11.0,50.0,40,92.753,92.737,91.773
4,HUL,Haas F1 Team,HARD,2.0,35.0,50.0,16,92.787,92.796,92.366
5,ZHO,Kick Sauber,SOFT,2.0,43.0,49.0,7,92.818,92.857,92.208
6,PER,Red Bull Racing,HARD,2.0,11.0,50.0,40,92.932,92.788,92.273
7,BOT,Kick Sauber,SOFT,3.0,37.0,49.0,13,93.156,92.996,92.706
8,LEC,Ferrari,HARD,2.0,11.0,50.0,40,93.167,93.116,91.632
9,PIA,McLaren,HARD,2.0,11.0,50.0,40,93.482,93.39,92.31
10,ALO,Aston Martin,HARD,2.0,11.0,50.0,40,93.555,93.536,92.387
11,RUS,Mercedes,HARD,2.0,11.0,50.0,40,93.633,93.601,92.254
12,BEA,Ferrari,HARD,2.0,11.0,50.0,40,93.669,93.498,92.186
13,VER,Red Bull Racing,MEDIUM,1.0,3.0,6.0,4,93.857,93.854,93.676
14,PER,Red Bull Racing,MEDIUM,1.0,3.0,6.0,4,94.007,94.05,93.842
15,NOR,McLaren,MEDIUM,1.0,2.0,36.0,31,94.056,93.858,93.309
16,HAM,Mercedes,MEDIUM,1.0,2.0,35.0,30,94.245,94.133,93.354
17,LEC,Ferrari,MEDIUM,1.0,2.0,6.0,4,94.339,94.313,94.179
18,PIA,McLaren,MEDIUM,1.0,3.0,6.0,4,94.484,94.483,94.379
19,ALO,Aston Martin,MEDIUM,1.0,3.0,6.0,4,94.544,94.496,94.439
20,MAG,Haas F1 Team,HARD,2.0,11.0,50.0,40,94.713,95.141,92.338
21,ALB,Williams,HARD,2.0,11.0,50.0,40,94.75,95.197,92.307
22,OCO,Alpine,HARD,2.0,11.0,49.0,39,95.03,95.218,93.481
23,SAR,Williams,HARD,2.0,11.0,49.0,39,95.061,95.215,93.026
24,RUS,Mercedes,MEDIUM,1.0,2.0,6.0,4,95.097,95.103,95.033
25,TSU,RB,HARD,2.0,11.0,49.0,39,95.099,95.263,93.523
26,HUL,Haas F1 Team,MEDIUM,1.0,3.0,32.0,27,95.272,95.153,93.999
27,RIC,RB,HARD,2.0,10.0,49.0,39,95.31,95.536,93.323
28,ZHO,Kick Sauber,MEDIUM,1.0,2.0,40.0,36,95.41,95.145,93.736
29,BOT,Kick Sauber,HARD,2.0,11.0,34.0,24,95.885,95.756,94.857
30,TSU,RB,MEDIUM,1.0,2.0,6.0,5,95.964,95.703,95.378
31,BEA,Ferrari,SOFT,1.0,2.0,6.0,5,96.058,95.645,95.515
32,MAG,Haas F1 Team,MEDIUM,1.0,2.0,6.0,5,96.09,95.85,95.367
33,ALB,Williams,MEDIUM,1.0,2.0,6.0,5,96.132,95.977,95.553
34,RIC,RB,MEDIUM,1.0,2.0,6.0,5,96.524,96.271,95.699
35,SAR,Williams,MEDIUM,1.0,2.0,6.0,5,96.848,96.544,96.203
36,BOT,Kick Sauber,SOFT,1.0,2.0,6.0,5,96.865,96.417,96.225
37,OCO,Alpine,MEDIUM,1.0,2.0,6.0,5,96.893,96.798,96.003
38,STR,Aston Martin,MEDIUM,1.0,1.0,5.0,5,97.122,95.79,95.56
